train_loss;val_loss;class_acc;dt;
0,975454057157;0,929027521803;0,766633064516;68,1031069756;
0,800675548315;0,813908600999;0,774193548387;66,4336919785;
0,719137009084;0,762835116156;0,784778225806;63,3781530857;
0,685335945785;0,75442019874;0,786794354839;69,2855620384;
0,67682720989;0,74257064827;0,789818548387;68,6468200684;
0,67055623278;0,740204816384;0,790826612903;64,7061860561;
0,695789464563;0,738439946886;0,789818548387;67,9474449158;
0,674667948186;0,731698042923;0,792842741935;67,9675219059;
0,714985544756;0,734093200776;0,793346774194;68,7574231625;
0,685891670436;0,730661596983;0,795362903226;69,3534100056;
0,690189110786;0,736877403913;0,791330645161;68,5347049236;
0,68459423095;0,735241975515;0,791330645161;68,8920371532;
0,683602622002;0,732899172171;0,792842741935;68,1681749821;
0,661448980421;0,720825663978;0,79435483871;69,5954039097;
0,690377145559;0,722682285693;0,793850806452;69,101886034;
0,690921242088;0,72782236578;0,795866935484;69,0732688904;
0,706564402431;0,725250711845;0,796370967742;69,1797339916;
0,690499824733;0,728245935613;0,796875;68,2447421551;
0,685987997204;0,722357885491;0,795866935484;68,7748439312;
0,675287559777;0,727471143969;0,796370967742;68,1657550335;
0,689689636379;0,73029192465;0,793850806452;69,2665479183;
0,668336192369;0,724017647005;0,795362903226;68,2734360695;
0,683733325601;0,721260323159;0,796875;68,7813098431;
0,673246278912;0,717232925517;0,797883064516;69,2442059517;
0,675584566742;0,721845824632;0,796370967742;69,0656988621;
0,677766872942;0,723227032731;0,798387096774;68,5294921398;
0,663798711598;0,725938288675;0,798891129032;69,0302050114;
0,665913582742;0,723688968728;0,794858870968;69,0172410011;
0,692344431579;0,717565764823;0,798891129032;75,6936118603;
0,654411613047;0,723832562566;0,796875;76,0016818047;
0,690150415152;0,716252383686;0,800907258065;75,6594669819;
0,679710189104;0,722962731796;0,797883064516;75,9630010128;
0,66254490599;0,720016608796;0,79939516129;75,8913938999;
0,669471158087;0,720015284515;0,798891129032;76,1814041138;
0,689643509835;0,719816136264;0,800403225806;75,3928070068;
0,66592758894;0,723915632934;0,797883064516;75,8990950584;
0,670460013002;0,723608104452;0,798387096774;76,0020029545;
0,66720038414;0,717982037654;0,800907258065;75,2091600895;
0,665274620354;0,718972845424;0,799899193548;75,4925539494;
0,673732970357;0,706156962822;0,802419354839;76,256757021;
0,690291254967;0,717561232707;0,802923387097;74,8024921417;
0,673652631789;0,718721795947;0,802419354839;75,0572080612;
0,683187181503;0,721016543046;0,798387096774;74,626488924;
0,644785192758;0,723245373176;0,798387096774;74,3721699715;
0,682199902833;0,717477830427;0,800907258065;74,5800039768;
0,670743703395;0,719887416209;0,799899193548;74,0059490204;
0,684142353833;0,720723512192;0,801915322581;67,674986124;
0,681586811244;0,712911151109;0,79939516129;74,2152380943;
0,698341515064;0,722771569846;0,799899193548;69,0549669266;
0,660297202617;0,714346999122;0,801915322581;68,5567388535;
0,676467764825;0,715911605185;0,798387096774;68,6790690422;
0,674929455966;0,719521157203;0,800907258065;68,3246409893;
0,669857681245;0,716746025749;0,801411290323;68,7161450386;
0,676548352987;0,722372082453;0,79939516129;68,5878818035;
0,666859715432;0,720672023633;0,801915322581;69,961108923;
0,673283082247;0,720566865898;0,801411290323;72,6001858711;
0,682475266904;0,711696011886;0,805947580645;70,2892801762;
0,687410738319;0,716732095807;0,801411290323;71,8962779045;
0,649832134992;0,715245858796;0,803427419355;71,4932169914;
0,671205618531;0,716893542678;0,803931451613;76,0320570469;
0,6636021097;0,720940196226;0,802419354839;75,6353600025;
0,683159535974;0,720001441336;0,801915322581;75,8305380344;
0,673724818081;0,719002289157;0,801915322581;75,9225678444;
0,662929037064;0,716953216541;0,802923387097;75,6415951252;
0,668253853619;0,716305556797;0,803931451613;75,5269570351;
0,67610862121;0,7166846719;0,803427419355;75,4361200333;
0,683110248446;0,720696240664;0,802419354839;75,0121040344;
0,655033107251;0,713073467055;0,803427419355;71,7563169003;
0,667864362895;0,715464011796;0,802419354839;75,1707129478;
0,657662367672;0,715576737158;0,801915322581;75,8391349316;
0,646743039042;0,709698867894;0,803931451613;72,6687629223;
0,654433562756;0,709851477896;0,802419354839;68,8597481251;
0,679423053265;0,716281280883;0,803931451613;68,6525909901;
0,685544600338;0,717918336151;0,802923387097;68,6783158779;
0,665492015481;0,718614253306;0,802419354839;69,6784510612;
0,669258980006;0,72062277842;0,802419354839;68,8778250217;
0,657622843683;0,717087359678;0,804435483871;69,3190660477;
0,661130267233;0,717460209083;0,803931451613;68,9109671116;
0,66050321579;0,716816487091;0,804435483871;68,8516159058;
0,656892080456;0,716962187521;0,803427419355;68,4929311275;
0,671907392293;0,718538570308;0,802923387097;68,8630571365;
0,667553800046;0,716710970046;0,803931451613;69,1928360462;
0,638656175062;0,711702409771;0,803931451613;68,3856928349;
0,669266734719;0,714889258627;0,802419354839;68,9930210114;
0,668329856992;0,719657230041;0,802419354839;68,9274551868;
0,651648311615;0,714989193505;0,803931451613;68,4769558907;
0,658016065806;0,717163452698;0,802419354839;69,0592889786;
0,670914320648;0,717093284572;0,803427419355;68,7803668976;
0,672623982728;0,716312658883;0,803931451613;68,9715151787;
0,664694886655;0,716675268546;0,803427419355;68,1321868896;
0,67330796212;0,717299508952;0,803931451613;69,290366888;
0,657761666179;0,715106336821;0,803427419355;68,8272609711;
0,656129992902;0,716638811173;0,803931451613;68,7535228729;
0,662008597255;0,716051602556;0,804435483871;69,1165730953;
0,684943698347;0,71863420548;0,801915322581;69,4006428719;
0,674134274423;0,717348525601;0,802923387097;69,2563500404;
0,656081219912;0,716548620693;0,802923387097;69,9157280922;
0,685497564822;0,718020625172;0,803427419355;69,9154798985;
0,632597753033;0,712128947339;0,803931451613;69,8180360794;
0,672409856468;0,718339014438;0,802923387097;69,9663250446;
