train_loss2;val_loss2;val_acc2;dt2;
0,540235390775;0,764247528807;0,78377016129;44,844506979;
0,606634284344;0,763420828524;0,785282258065;44,9989850521;
0,564400431614;0,764507167191;0,785786290323;44,7104661465;
0,585937681526;0,767649388782;0,785786290323;44,7525618076;
0,551393431785;0,766040803214;0,786290322581;44,6125249863;
0,593161173125;0,762043491473;0,786794354839;44,8240110874;
0,57869011595;0,769361431202;0,785282258065;44,8375320435;
0,564789521896;0,770338308172;0,784778225806;44,7560319901;
0,57561918657;0,769383496214;0,785786290323;44,9079771042;
0,550767408367;0,760281249661;0,786290322581;44,9386739731;
0,584319755021;0,770906122093;0,784274193548;44,9636290073;
0,593684501303;0,769233325056;0,786290322581;44,8270189762;
0,574532568334;0,771327145296;0,785786290323;44,7167241573;
0,582780428672;0,769036449127;0,785282258065;44,7858271599;
0,582300303057;0,769436776004;0,785786290323;44,622647047;
0,585477914177;0,763500387156;0,788306451613;44,6865530014;
0,562863660992;0,764990139214;0,785786290323;44,8065760136;
0,572292583339;0,763898580087;0,786290322581;44,8072490692;
0,597484126437;0,769941333432;0,785786290323;44,5467820168;
0,568482021177;0,765932777032;0,784778225806;44,8219130039;
0,570914316083;0,764687716252;0,786290322581;44,8790240288;
0,56407273795;0,769383142248;0,786290322581;44,8422381878;
0,569853307656;0,763590616929;0,786290322581;44,7318480015;
0,569226697943;0,77236504549;0,784274193548;44,9869940281;
0,579778888103;0,773227401741;0,784274193548;44,6161718369;
0,572828086554;0,767908609204;0,785282258065;44,7991421223;
0,550160629591;0,765652410717;0,786290322581;44,7214319706;
0,541570449376;0,768668892764;0,786290322581;44,8610069752;
0,5856573686;0,771728132832;0,785282258065;44,7475759983;
0,541707404015;0,772542031428;0,785282258065;44,9697651863;
0,550261190714;0,775435522092;0,784778225806;44,8093011379;
0,561432291146;0,763721272841;0,786794354839;44,8419539928;
0,574950695709;0,769785853164;0,785786290323;44,695401907;
0,561331466092;0,768467566907;0,785786290323;44,9945559502;
0,557159688273;0,769475330285;0,785786290323;45,0100779533;
0,558849210937;0,766513473545;0,785786290323;45,0708119869;
0,560764375357;0,775350749356;0,784274193548;44,9999880791;
0,56481686711;0,771329054109;0,784778225806;44,9789280891;
0,556008805269;0,773430783974;0,784778225806;45,03292799;
0,586761728811;0,770692094674;0,785786290323;45,0103619099;
0,556620312777;0,768860428301;0,786290322581;44,6578440666;
0,604221678981;0,7574078044;0,786794354839;44,8354229927;
0,545563226801;0,771956022736;0,784274193548;44,9463410378;
0,561823736272;0,769346810607;0,786290322581;45,0459809303;
0,534103171028;0,770907106635;0,785786290323;45,0102698803;
0,572138076794;0,773361482508;0,783266129032;44,7617418766;
0,557728656679;0,766211625657;0,785786290323;44,9725749493;
0,549054250866;0,766594801654;0,788306451613;45,022922039;
0,585555661271;0,770063095462;0,786290322581;46,4053909779;
0,546407138201;0,772373886241;0,786794354839;44,9719188213;
