train_loss2;val_loss2;val_acc2;dt2;
0,574089820237;0,861912549926;0,754536290323;45,7106850147;
0,593656366637;0,860868362726;0,754032258065;45,8104918003;
0,557428364865;0,858791995908;0,754536290323;45,77323699;
0,575548706352;0,856274099094;0,756552419355;45,7245519161;
0,58385354923;0,860415254691;0,754032258065;45,7233691216;
0,56552862572;0,858731844699;0,753528225806;45,7238562107;
0,553951577836;0,863883872345;0,754032258065;46,5387067795;
0,543215953955;0,863795230605;0,755544354839;46,482640028;
0,56766531542;0,864480973998;0,754536290323;45,7068209648;
0,544265089424;0,86773738072;0,754032258065;45,726444006;
0,531769648637;0,862268164967;0,755040322581;45,9799489975;
0,522348811132;0,865034279974;0,755040322581;46,2082958221;
0,546126590101;0,869365135908;0,754032258065;46,0925199986;
0,549111135694;0,871404190062;0,754032258065;46,0519740582;
0,543499322515;0,872326649676;0,754032258065;46,1507680416;
0,521279211601;0,871922904301;0,754536290323;46,2217738628;
0,534807143023;0,871173813214;0,755040322581;46,0917921066;
0,53368321575;0,872640502662;0,753024193548;46,0730779171;
0,553036235644;0,876262410542;0,753528225806;46,2790961266;
0,579880052002;0,873583097462;0,753528225806;46,1571028233;
0,538991810998;0,877262080917;0,754032258065;46,0717029572;
0,551732247415;0,880430000611;0,75252016129;61,6299049854;
0,526177784621;0,882140433115;0,752016129032;71,2063109875;
0,527901463054;0,883803774721;0,753528225806;46,287624836;
0,547242162434;0,887598164602;0,753024193548;45,9669680595;
0,537863446665;0,880988587541;0,753024193548;45,8555560112;
0,54798478196;0,883244571786;0,75252016129;46,2414197922;
0,54939716653;0,877407066132;0,753528225806;46,0738670826;
0,539012054744;0,877388864043;0,751512096774;46,2814080715;
0,51544319821;0,884747091561;0,75252016129;46,1663250923;
0,506514613606;0,886356327861;0,75252016129;46,3801410198;
0,533041470039;0,882495246179;0,75252016129;46,2985041142;
0,530746619694;0,889255758043;0,75252016129;46,3385350704;
0,544417941283;0,887495714542;0,753528225806;46,3159511089;
0,530264894925;0,889222051491;0,75252016129;46,3903899193;
0,548266215593;0,89455813963;0,751512096774;46,293544054;
0,532350134444;0,885522954868;0,754536290323;46,4467561245;
0,53142848495;0,894002265383;0,752016129032;46,3552818298;
0,509993999359;0,892004263696;0,75252016129;46,4067997932;
0,539929761345;0,893517850309;0,75252016129;46,1234428883;
0,516583140832;0,89293866256;0,753024193548;46,2308170795;
0,537811987252;0,896507926641;0,752016129032;46,1599581242;
0,523483596859;0,897565885813;0,752016129032;46,2939271927;
0,527863083984;0,897588638219;0,75252016129;46,4326150417;
0,541761285406;0,897676919386;0,753024193548;46,1521611214;
0,524172870843;0,894592722533;0,754032258065;46,1971969604;
0,523500335179;0,901704115921;0,752016129032;46,0909650326;
0,527778880002;0,904290238719;0,751008064516;46,2247610092;
0,512797685169;0,903367335613;0,75;46,3139510155;
0,525922961405;0,899079572604;0,753024193548;46,3183290958;
