train_loss;val_loss;val_acc;class_acc;dt;
7,73295493841;3,22473420251;0,269153225806;0,212179487179;27,0578980446;
3,01609471858;1,8007514073;0,476310483871;0,290476190476;27,0150771141;
1,98269974232;1,38389556158;0,580141129032;0,377333333333;26,9601380825;
1,63786408156;1,17892622852;0,632560483871;0,451388888889;26,9456839561;
1,40774323702;1,05887748541;0,672883064516;0,46768707483;26,9338879585;
1,31708327562;0,997946363303;0,692540322581;0,438775510204;26,9422419071;
1,1796589306;0,952387678046;0,708165322581;0,491836734694;27,0771961212;
1,14048869699;0,922402011771;0,71622983871;0,472222222222;27,0873379707;
1,08630309582;0,890481975771;0,726310483871;0,502898550725;26,9855060577;
1,06681436032;0,865469473024;0,730846774194;0,5;27,1101279259;
1,02759571105;0,86157807131;0,736391129032;0,568027210884;26,9351389408;
0,98001246646;0,840545793695;0,741431451613;0,476333333333;26,9409508705;
0,924063690752;0,832494968368;0,746975806452;0,506469979296;26,9125421047;
0,949504364133;0,821429765994;0,74747983871;0,516312056738;26,9901239872;
0,943761590123;0,810188110798;0,752016129032;0,534496124031;26,9864430428;
0,900069562197;0,802026602049;0,757560483871;0,518518518519;26,8910048008;
0,895822106749;0,794545035689;0,765120967742;0,589869281046;26,9334738255;
0,883377324939;0,786360172014;0,771169354839;0,607843137255;26,9340629578;
0,861324644536;0,778546751026;0,770665322581;0,600340136054;27,0729129314;
0,856357176155;0,772984548923;0,774697580645;0,638333333333;27,0973320007;
0,83140320003;0,773737629094;0,769657258065;0,607986111111;26,1978988647;
0,823023980856;0,766562815155;0,773185483871;0,591590678825;27,0233180523;
0,831402516216;0,761620846006;0,773689516129;0,594551282051;27,0050170422;
0,813838500082;0,761173961624;0,772681451613;0,538148148148;27,0001459122;
0,819076330215;0,754316553954;0,777217741935;0,678333333333;27,0321819782;
0,804976331145;0,747704983238;0,782258064516;0,657986111111;27,0481829643;
0,788557720035;0,745429265403;0,784778225806;0,606802721088;26,9928369522;
0,779518689364;0,743564043795;0,782258064516;0,634090909091;27,0423350334;
0,78989260301;0,739339898671;0,784778225806;0,663043478261;27,1579580307;
0,773667536676;0,740014090173;0,785786290323;0,704861111111;26,0121569633;
0,765155603737;0,735469964243;0,786794354839;0,634935897436;26,9143109322;
0,784674674571;0,735734881893;0,787802419355;0,659863945578;25,979268074;
0,777786539495;0,733636489799;0,788810483871;0,683006535948;26,9084780216;
0,767395953834;0,729230656739;0,791330645161;0,722826086957;26,9559187889;
0,760041411519;0,722166100817;0,792842741935;0,684027777778;26,8885519505;
0,772390189022;0,723492019119;0,788306451613;0,670567375887;26,0033459663;
0,744035293311;0,718801860367;0,791330645161;0,652482269504;26,9798321724;
0,745812530816;0,716524402461;0,795866935484;0,664074074074;26,9556009769;
0,740169808865;0,721924645285;0,792338709677;0,668666666667;25,8887050152;
0,739915320128;0,721761134363;0,790322580645;0,700980392157;25,9027109146;
0,721867517531;0,718139094691;0,793346774194;0,752;25,9985048771;
0,743252099305;0,711212942677;0,795362903226;0,714285714286;27,0756189823;
0,714458367974;0,715859793367;0,793850806452;0,690476190476;26,041618824;
0,728068313152;0,708354721146;0,794858870968;0,725850340136;26,8281030655;
0,715925779194;0,711397233029;0,790322580645;0,681292517007;25,9358811378;
0,713809211403;0,714578293024;0,794858870968;0,715972222222;26,0201559067;
0,720695420653;0,707253714242;0,799899193548;0,698333333333;26,930670023;
0,699722271711;0,70685741065;0,79939516129;0,742962962963;27,0495460033;
0,700108264536;0,706543317726;0,798387096774;0,732638888889;27,2331900597;
0,711588488817;0,703599141009;0,79939516129;0,711333333333;27,0371239185;
0,694467210472;0,699460570851;0,800403225806;0,740384615385;27,0210769176;
0,703163825423;0,702378428751;0,794858870968;0,732993197279;26,2946929932;
0,702093372494;0,70102669539;0,798387096774;0,6983436853;26,0834779739;
0,690909747034;0,70213141076;0,797883064516;0,709183673469;26,1013689041;
0,700168920308;0,698323335859;0,802419354839;0,678819444444;27,0131340027;
0,73336711213;0,700300640156;0,795362903226;0,705128205128;25,974198103;
0,678341289163;0,698235616809;0,795866935484;0,678846153846;26,9696171284;
0,702157343179;0,694401168054;0,799899193548;0,75;27,0654420853;
