train_loss;val_loss;val_acc;dt;
1,40446083343;1,07809868022;0,755544354839;27,7511930466;
0,941545011997;0,857932416662;0,760584677419;27,8957300186;
0,701326701403;0,782675682056;0,772177419355;27,8415930271;
0,680870413065;0,771788258226;0,776713709677;27,8922669888;
0,641341027617;0,771840607928;0,774193548387;28,0489809513;
0,661549504399;0,773586536607;0,775201612903;29,4397559166;
0,657243985653;0,776216642511;0,772177419355;27,8916459084;
0,661670981765;0,780886495786;0,776209677419;27,7305901051;
0,647118783891;0,777396706804;0,776209677419;27,8728079796;
0,626499380946;0,778415471796;0,776209677419;27,8506259918;
0,635788180113;0,774005018415;0,774193548387;27,715651989;
0,625073399663;0,781117994458;0,776713709677;27,7495620251;
0,629625650287;0,777949238977;0,773689516129;27,8930120468;
0,635916554153;0,77022979048;0,77872983871;27,7040419579;
0,635252737522;0,780897609168;0,773689516129;27,6529948711;
0,629539981723;0,779463311838;0,776713709677;27,9002490044;
0,637081912637;0,784091536076;0,772177419355;28,3842120171;
0,653184086561;0,778227634488;0,775201612903;28,3754000664;
0,626863419056;0,780643385264;0,773689516129;28,3598721027;
0,627829778194;0,777633929445;0,775705645161;27,96676898;
0,62913221252;0,783011824373;0,771673387097;27,7923018932;
0,626095270514;0,780818489771;0,776209677419;27,7323181629;
0,6235606637;0,78149134882;0,774193548387;27,6631360054;
0,631172470033;0,781990806903;0,775201612903;27,8640418053;
0,635483795166;0,780566016032;0,776713709677;27,8969349861;
0,638804883242;0,788331408654;0,772681451613;27,6801800728;
0,637469272375;0,789168277094;0,774697580645;27,7079129219;
0,618282108665;0,788138848159;0,774193548387;27,7074668407;
0,622210222185;0,790333324382;0,774697580645;27,7455739975;
0,620881108999;0,787568241358;0,776209677419;27,9215497971;
0,643959951997;0,788776163132;0,775705645161;27,9228219986;
0,638635516882;0,791284032406;0,775705645161;27,9045259953;
0,622295687675;0,786966928071;0,772681451613;27,7543509007;
0,61370313704;0,79142794686;0,774193548387;27,9372718334;
0,641651913404;0,786723482513;0,772681451613;27,7493340969;
0,607925506234;0,790112348333;0,772681451613;27,7548840046;
0,617556417227;0,786388670485;0,774193548387;27,8176150322;
0,617453385472;0,79279484047;0,776209677419;27,8373019695;
0,605491563797;0,785433160201;0,775705645161;27,9525940418;
0,607889669895;0,787448125501;0,775201612903;27,9098329544;
0,604556102037;0,78962374791;0,777217741935;28,0582509041;
0,609870405555;0,797380601206;0,775201612903;27,7925350666;
0,610447259665;0,791920602322;0,772177419355;27,7952709198;
0,627061524987;0,798763852927;0,772177419355;27,7033560276;
0,594323796868;0,798896740521;0,771169354839;27,7351639271;
0,62058935833;0,794531984675;0,773185483871;27,9859960079;
0,611102348566;0,801613998269;0,772177419355;27,854211092;
0,601590107441;0,791571523393;0,774697580645;27,9082570076;
0,614964211822;0,792156280048;0,772177419355;27,8508958817;
0,620007543206;0,793443351984;0,773689516129;27,7770419121;
0,600909547329;0,803173887634;0,769153225806;27,8345098495;
0,63080895263;0,805643610416;0,771169354839;27,9013128281;
0,633064730048;0,803013531431;0,772177419355;27,8269150257;
0,631937490821;0,795106406173;0,773689516129;27,8572609425;
0,617428086758;0,801392412955;0,772177419355;27,885119915;
0,603632239461;0,79652399762;0,775705645161;27,7272820473;
0,615871520042;0,802962643485;0,770161290323;27,9014520645;
0,615241958261;0,796435168674;0,770161290323;27,8985390663;
0,602780619144;0,796727396307;0,773185483871;27,9616100788;
0,620865495443;0,802813114178;0,773185483871;27,9526820183;
0,618385661185;0,801832016918;0,775705645161;27,8683512211;
0,626410919189;0,804942789578;0,773185483871;28,4004719257;
0,613028434217;0,808097675923;0,774697580645;27,8662109375;
0,608946170211;0,800990527195;0,775201612903;28,1065509319;
0,590867687225;0,797592097232;0,775705645161;27,9375469685;
0,613931062877;0,809284066;0,773689516129;28,2065169811;
0,586622895062;0,801289642049;0,773689516129;27,7453291416;
0,606794485688;0,806308773737;0,770665322581;27,9136049747;
0,602070862651;0,801014815127;0,776209677419;28,9289529324;
0,610763746977;0,807850587272;0,773185483871;28,6901328564;
0,608510988832;0,808776337774;0,771673387097;28,0985889435;
0,604467073023;0,80879722776;0,774193548387;28,2628860474;
0,619845377922;0,8065255914;0,773689516129;27,9612929821;
0,603168888092;0,8057232552;0,776209677419;27,9835810661;
0,616369511366;0,811728287128;0,771169354839;27,7933859825;
0,615605458975;0,809119536992;0,773185483871;28,0354568958;
0,621950176835;0,806759916486;0,774697580645;27,8251550198;
0,599120314002;0,813950142072;0,773185483871;28,0103020668;
0,617397213578;0,818771083509;0,773185483871;28,0316069126;
0,61140204668;0,805276115575;0,773689516129;28,0396540165;
