training_loss;validation_loss;validation_accuracy;epoch_time
0,820164;0,887830;0,746809;28,609377
0,817950;0,838880;0,742021;28,074860
0,792024;0,855642;0,747340;27,900799
0,796011;0,852526;0,754787;28,091175
0,795737;0,844669;0,750000;27,956563
0,783189;0,830149;0,755319;28,164477
0,755187;0,833361;0,749468;27,968163
0,770438;0,840648;0,758511;28,042009
0,758007;0,814813;0,755851;27,782453
0,741741;0,909173;0,732447;27,865312
0,758246;0,841246;0,751596;27,886809
0,761809;0,905761;0,732447;27,890237
0,743972;0,860569;0,752660;28,093850
0,731220;0,851543;0,751596;27,760385
0,732869;0,804899;0,765426;28,053384
0,709546;0,817808;0,762766;27,994295
0,708875;0,822305;0,758511;27,800125
0,705969;0,821016;0,758511;27,941032
0,703016;0,801302;0,773936;27,875423
0,692290;0,831558;0,764362;28,276877
0,711580;0,831101;0,770213;27,710374
0,687556;0,833340;0,757447;27,820152
0,663962;0,843478;0,760638;27,847915
0,683608;0,815922;0,775532;27,975850
0,669614;0,797680;0,761170;27,940238
0,640780;0,854440;0,760106;27,871543
0,639783;0,798622;0,771277;27,849906
0,645643;0,806539;0,768085;27,889439
0,641784;0,826082;0,761170;27,959447
0,647112;0,776479;0,768617;27,802890
0,658330;0,797660;0,769149;28,077919
0,636977;0,802017;0,772872;27,756179
0,630218;0,809052;0,763298;27,988588
0,630087;0,770949;0,779787;27,810157
0,619927;0,818212;0,770745;27,778134
0,615092;0,811591;0,763298;28,065955
0,598420;0,765423;0,779255;27,819863
0,593649;0,826586;0,763298;27,789441
0,594051;0,819577;0,770745;27,786167
0,618597;0,812541;0,771809;27,915550
0,619292;0,807134;0,771277;27,763286
0,603638;0,802267;0,770213;27,895910
0,598314;0,784617;0,776064;28,089100
0,582453;0,788309;0,776596;27,893319
0,593080;0,785095;0,767553;27,939962
0,574727;0,816828;0,779787;27,745721
0,556165;0,797116;0,776596;27,966835
0,571118;0,786639;0,779255;27,773433
0,574470;0,789383;0,779255;28,038488
0,560937;0,769498;0,784043;28,136409
0,555605;0,811099;0,777660;27,756731
0,551164;0,800124;0,781383;27,941671
0,547559;0,786257;0,786702;27,978490
0,543881;0,779240;0,781915;27,963013
0,550200;0,816030;0,767553;27,785851
0,545078;0,858556;0,771809;28,083651
0,548897;0,781729;0,790426;27,811411
0,524743;0,791445;0,778191;27,867414
0,533996;0,770773;0,782447;27,938547
0,548907;0,800717;0,780851;27,702934
0,522784;0,815254;0,773936;27,909341
0,533790;0,808339;0,782447;27,892824
0,535444;0,790429;0,765957;27,978408
0,512488;0,918911;0,744149;27,798629
0,530720;0,809591;0,773936;27,925824
0,524093;0,793211;0,788298;27,731401
0,501561;0,802546;0,780319;27,799381
0,517557;0,815637;0,775532;27,966942
0,509777;0,821124;0,775000;27,657547
0,502748;0,797193;0,780851;27,814312
0,515357;0,807888;0,785106;27,993245
0,486539;0,847752;0,773936;27,765923
0,491824;0,776895;0,780319;27,878074
0,522217;0,804610;0,778723;27,935183
0,502373;0,793261;0,787234;27,837053
0,489134;0,795398;0,783511;27,908800
0,501747;0,780966;0,785638;27,818705
0,465105;0,763800;0,786702;27,749415
0,485874;0,800497;0,783511;27,945339
0,465094;0,787107;0,789894;27,937557
0,484847;0,779366;0,791489;27,913958
0,467879;0,830506;0,778723;27,903207
0,461079;0,792951;0,791489;27,699398
0,489383;0,760813;0,780319;27,928834
0,479345;0,771069;0,785638;27,959931
0,496524;0,773963;0,788298;27,923800
0,469037;0,784827;0,784043;27,712554
0,459707;0,791506;0,788830;27,945304
0,452306;0,839178;0,779787;27,836288
0,439435;0,799728;0,786702;28,017226
0,470516;0,804883;0,783511;27,893826
0,461414;0,769562;0,794681;28,011013
0,457302;0,808369;0,790426;27,946802
0,449121;0,835079;0,779255;28,026147
0,444429;0,895879;0,771277;27,906630
0,459473;0,805792;0,783511;27,836804
0,459132;0,767711;0,789894;27,879627
0,433402;0,771331;0,791489;28,042767
0,429281;0,792575;0,795213;27,637807
0,424988;0,780527;0,787234;27,820339
