training_loss;validation_loss;validation_accuracy;epoch_time
0,799263;0,801748;0,761702;28,211210
0,765386;0,769011;0,758511;28,039318
0,771150;0,784459;0,759574;27,908643
0,749026;0,785514;0,756383;27,880143
0,740815;0,788307;0,754787;27,923075
0,732564;0,755427;0,770745;27,797286
0,718374;0,756136;0,770745;27,985687
0,749736;0,729795;0,774468;28,178656
0,738080;0,782672;0,761170;27,888100
0,737751;0,759663;0,767021;27,728607
0,696896;0,781532;0,765426;27,833927
0,710175;0,762834;0,775000;28,123814
0,716442;0,772495;0,770213;27,852174
0,696107;0,758047;0,768085;27,777451
0,706660;0,806054;0,757447;28,195214
0,699002;0,748179;0,778191;27,833982
0,678896;0,723375;0,789894;27,765798
0,694809;0,770755;0,763298;27,657742
0,686895;0,773271;0,764894;27,970023
0,672785;0,773117;0,772340;28,142884
0,676694;0,752587;0,773404;27,860410
0,652228;0,751239;0,773404;27,808288
0,685338;0,740743;0,782979;27,823721
0,653951;0,773854;0,772872;27,650860
0,659550;0,730796;0,784574;28,081321
0,646606;0,735573;0,783511;27,952803
0,656073;0,735017;0,788830;27,842382
0,633207;0,764138;0,778191;27,921932
0,621873;0,752430;0,781383;27,948458
0,650253;0,818378;0,752128;27,856382
0,631256;0,753656;0,781915;28,017810
0,616443;0,755875;0,772872;28,094040
0,623139;0,817983;0,767553;27,753556
0,611389;0,730916;0,788830;28,035316
0,620745;0,752878;0,786170;27,814922
0,616584;0,822857;0,759043;27,902008
0,603664;0,733027;0,781383;27,736486
0,605120;0,724872;0,786170;27,895344
0,592051;0,772034;0,778191;27,994923
0,580167;0,755860;0,784043;27,665366
0,593501;0,805551;0,770213;27,990946
0,599588;0,757132;0,781383;27,809430
0,582176;0,730508;0,792021;28,000370
0,607737;0,734910;0,793085;28,036137
0,586138;0,751337;0,787234;27,888245
0,567618;0,760788;0,772872;27,948698
0,578724;0,746981;0,780319;27,929858
0,557091;0,728430;0,794149;27,908483
0,579508;0,730036;0,794681;27,874248
0,562825;0,799617;0,770745;27,927184
0,574159;0,724524;0,795213;27,722796
0,545788;0,733509;0,795745;27,995471
0,544984;0,756059;0,788298;27,815147
0,548799;0,757409;0,771809;27,650853
0,557080;0,691405;0,794149;28,055032
0,543587;0,732382;0,787766;27,840447
0,547357;0,719561;0,790426;27,754122
0,520915;0,745560;0,788830;28,039329
0,509657;0,744772;0,787234;27,909010
0,540321;0,731316;0,778723;27,950342
0,525580;0,712266;0,797340;27,612343
0,536019;0,712119;0,795745;27,981849
0,528488;0,735025;0,793617;27,874432
0,509030;0,725295;0,789362;27,835900
0,517168;0,787788;0,780851;27,906507
0,523808;0,758153;0,797340;27,714966
0,507998;0,749446;0,795745;27,754028
0,512020;0,766288;0,789362;28,058341
0,516822;0,735713;0,794681;27,960116
0,494035;0,708711;0,801064;27,948711
0,500152;0,762669;0,789894;27,765913
0,516690;0,751384;0,792021;27,942783
0,504305;0,756736;0,792553;27,896449
0,474881;0,753522;0,783511;27,762800
0,493824;0,766187;0,785106;27,938728
0,484411;0,703619;0,797872;28,011059
0,483857;0,735153;0,794149;27,973193
0,495634;0,739799;0,793617;27,823894
0,475744;0,718136;0,801064;27,966777
0,476733;0,781089;0,778723;27,880539
0,477455;0,738330;0,800532;27,980253
0,459247;0,765941;0,786702;27,754143
0,470865;0,822955;0,785638;27,793906
0,470470;0,753911;0,790426;27,934380
0,458461;0,748483;0,791489;27,863285
0,462179;0,825316;0,784574;27,857907
0,473308;0,736145;0,781383;27,789206
0,456701;0,736177;0,795745;28,092694
0,476178;0,768022;0,790426;27,860763
0,456190;0,758667;0,797872;27,903751
0,437923;0,732732;0,792553;27,811183
0,455529;0,732907;0,806915;27,636631
0,447393;0,741703;0,796277;27,942938
0,433849;0,752557;0,802128;27,819626
0,442084;0,757956;0,795745;27,948329
0,445251;0,834208;0,789894;27,810577
0,459840;0,735025;0,804787;28,171757
0,445851;0,783076;0,796277;28,134059
0,443698;0,758872;0,796277;28,158162
0,461706;0,745761;0,799468;27,818935
