training_loss;validation_loss;validation_accuracy;epoch_time
0,795589;0,818156;0,757447;30,833386
0,791938;0,793314;0,765957;30,616913
0,785869;0,897700;0,721277;29,215909
0,763066;0,797146;0,759043;29,373683
0,776178;0,773608;0,759043;29,872215
0,779980;0,784156;0,773404;29,699566
0,781706;0,869590;0,739894;29,672421
0,761764;0,789559;0,765957;29,635446
0,738661;0,794281;0,763830;29,389044
0,731901;0,794254;0,765957;29,278769
0,747132;0,793867;0,759574;29,909702
0,737210;0,776029;0,766489;29,594740
0,714580;0,765752;0,766489;30,001679
0,729307;0,769893;0,768617;29,876745
0,709771;0,769658;0,771277;29,192107
0,713644;0,786971;0,768085;29,437006
0,688833;0,817504;0,753723;29,059235
0,711646;0,795275;0,768617;29,575304
0,696873;0,745465;0,782979;29,573162
0,688849;0,774560;0,775000;30,018595
0,678378;0,775788;0,773936;29,797253
0,673751;0,794803;0,765426;29,934602
0,685538;0,771785;0,771809;30,032050
0,684690;0,774981;0,771809;30,057616
0,668108;0,770239;0,777128;30,102594
0,643739;0,774465;0,777660;29,277416
0,653245;0,771323;0,777660;29,277108
0,665409;0,751089;0,786702;30,066195
0,650853;0,755607;0,779255;29,463367
0,633285;0,798327;0,768085;29,703314
0,642730;0,766231;0,778723;29,523530
0,614648;0,746780;0,788830;29,179060
0,620249;0,753612;0,783511;29,871704
0,627617;0,757064;0,790957;28,904333
0,628437;0,747848;0,792021;29,386447
0,607756;0,763566;0,779255;29,556872
0,616773;0,830026;0,766489;29,874407
0,608951;0,774317;0,782447;29,604113
0,626109;0,755278;0,788298;29,515296
0,616356;0,755713;0,780319;29,121040
0,622183;0,766961;0,792021;29,798526
0,602992;0,781432;0,775000;28,942262
0,597735;0,785588;0,771809;29,481269
0,593465;0,760827;0,785638;29,871129
0,583131;0,746082;0,785638;29,682013
0,584552;0,751597;0,793085;30,182633
0,560439;0,816201;0,759574;29,760334
0,554676;0,755867;0,788830;30,370589
0,566684;0,766052;0,781915;30,202493
0,552996;0,787257;0,775000;31,317473
0,544074;0,787393;0,781383;32,483875
0,571071;0,799968;0,776596;29,903259
0,558817;0,778670;0,782979;30,146358
0,582976;0,765599;0,784574;32,064157
0,548316;0,831999;0,779255;29,070908
0,545008;0,746561;0,793085;28,575664
0,546563;0,760088;0,789894;29,103787
0,536672;0,775551;0,772872;29,918129
0,526006;0,771580;0,783511;28,930083
0,524967;0,795844;0,785106;28,571048
0,499876;0,784744;0,781383;28,445142
0,516965;0,826802;0,773404;28,322924
0,533613;0,779716;0,791489;28,400103
0,530412;0,763818;0,788298;28,271293
0,507047;0,747899;0,796809;28,349342
0,508552;0,755881;0,793617;28,276626
0,519312;0,767768;0,792553;28,078959
0,529906;0,759592;0,790957;28,052607
0,512563;0,800960;0,781383;28,073413
0,501518;0,765887;0,784574;28,174701
0,498162;0,859836;0,757447;28,211945
0,476879;0,788570;0,790957;28,220112
0,509716;0,795648;0,781383;28,427816
0,499245;0,751852;0,791489;27,912093
0,498106;0,755299;0,792553;28,175467
0,483372;0,769534;0,793085;27,831867
0,480545;0,773124;0,797340;28,221328
0,486709;0,770592;0,797340;27,639244
0,503598;0,807709;0,784574;27,958592
0,478391;0,794831;0,792553;27,881588
0,494619;0,785067;0,790426;27,942811
0,465056;0,775809;0,794681;28,026589
0,472451;0,841418;0,774468;27,793079
0,489430;0,765902;0,795213;27,859557
0,487884;0,754381;0,796809;27,989714
0,469813;0,778960;0,786170;27,815479
0,462595;0,771015;0,796809;28,165805
0,471346;0,776260;0,789894;27,886796
0,482655;0,748293;0,802660;28,028708
0,480237;0,745199;0,794149;27,614692
0,452608;0,766358;0,789894;27,849017
0,456293;0,832063;0,778191;28,015113
0,476959;0,737050;0,796277;27,893531
0,456929;0,762836;0,802660;27,706672
0,449488;0,760504;0,794681;28,047686
0,433778;0,756953;0,789362;27,874242
0,450775;0,787521;0,789362;27,921768
0,439876;0,765142;0,797340;27,961778
0,463280;0,733601;0,795745;28,023653
0,453383;0,767774;0,795213;28,023502
