training_loss;validation_loss;validation_accuracy;epoch_time
0,637167;0,794729;0,770526;28,558565
0,665799;0,802246;0,778947;28,082666
0,677962;0,772566;0,780000;28,049642
0,678232;0,763457;0,776316;28,161583
0,669208;0,783382;0,788421;28,452453
0,638750;0,815959;0,770000;28,016041
0,632150;0,811384;0,779474;28,426360
0,640983;0,841476;0,773158;28,077191
0,637833;0,793316;0,774211;28,338204
0,634945;0,833556;0,766842;27,905676
0,633068;0,773637;0,792105;28,025442
0,640698;0,760865;0,790526;28,155350
0,613976;0,819089;0,778421;28,226707
0,599273;0,773484;0,781053;27,934984
0,606060;0,768303;0,790000;28,179003
0,601061;0,755879;0,796842;27,904920
0,597531;0,797796;0,785789;28,217615
0,607426;0,801828;0,788421;27,960464
0,611630;0,777056;0,786316;28,160718
0,604345;0,752423;0,790000;28,030672
0,588628;0,757840;0,793684;28,168818
0,591856;0,822806;0,777895;28,038879
0,599216;0,733984;0,795263;28,088293
0,561822;0,738314;0,786842;28,152482
0,589740;0,766639;0,792632;27,929858
0,570918;0,816705;0,780526;28,343646
0,561491;0,752891;0,791579;28,001363
0,580873;0,767878;0,794737;28,065686
0,553077;0,761042;0,792632;28,136240
0,567089;0,740327;0,794211;27,950451
0,559726;0,759291;0,787895;28,201498
0,556347;0,740213;0,784211;28,058296
0,543693;0,762270;0,794211;28,108076
0,543989;0,776172;0,794211;28,039957
0,543201;0,773684;0,785789;28,289048
0,556674;0,762657;0,792632;28,083335
0,544496;0,747395;0,793684;27,974219
0,523699;0,793842;0,783684;28,130198
0,530387;0,758894;0,796842;28,267236
0,532081;0,767892;0,792105;27,995734
0,510126;0,752827;0,794737;28,216525
0,513694;0,811876;0,779474;28,070001
0,522350;0,755144;0,795789;28,094340
0,532258;0,763320;0,790000;28,121998
0,503820;0,736744;0,804211;27,962266
0,521225;0,757281;0,802632;28,153222
0,502967;0,761969;0,792105;28,004787
0,512862;0,759547;0,792105;28,133983
0,489641;0,771683;0,794737;28,156458
0,500972;0,795470;0,785789;28,210823
0,481777;0,793910;0,786316;28,005185
0,500977;0,821472;0,783158;28,034620
0,493379;0,783826;0,785263;28,134794
0,495633;0,787847;0,797368;28,249757
0,493270;0,778028;0,794737;28,156191
0,490838;0,738106;0,798421;28,228031
0,484488;0,771955;0,801579;28,271259
0,473606;0,753798;0,793158;28,057473
0,459132;0,768470;0,790526;28,106326
0,474773;0,795583;0,789474;28,000239
0,475217;0,809966;0,781579;28,208663
0,475346;0,766963;0,792632;28,121778
0,486933;0,791143;0,795263;28,047255
0,487238;0,736403;0,800000;28,223520
0,461078;0,832393;0,782105;28,324007
0,473809;0,750503;0,795263;28,041385
0,462032;0,786771;0,786316;28,234676
0,464487;0,826685;0,784211;28,180308
0,462913;0,761434;0,793684;28,173809
0,475574;0,771787;0,795789;28,156442
0,449884;0,787590;0,782632;28,093073
0,478800;0,808281;0,785263;28,120898
0,444639;0,843742;0,780526;28,247658
0,455057;0,799149;0,783158;27,930413
0,451407;0,871646;0,785263;28,094163
0,448231;0,780948;0,796316;28,303889
0,445819;0,760420;0,796842;28,055453
0,460506;0,803699;0,782632;28,190923
0,430877;0,740392;0,800526;28,158786
0,422682;0,755946;0,806842;27,966499
0,422740;0,804566;0,781053;28,309869
0,435854;0,795277;0,797895;27,973557
0,429574;0,741222;0,805789;28,303576
0,436332;0,781601;0,794737;28,050132
0,455467;0,765191;0,807368;28,206868
0,440356;0,753748;0,799474;28,098812
0,408180;0,820911;0,793684;28,054083
0,446296;0,785133;0,802105;28,162225
0,413839;0,777210;0,797368;28,128031
0,436177;0,799005;0,786316;28,221216
0,419948;0,792289;0,806842;27,815921
0,433302;0,749688;0,797368;28,250094
0,414345;0,779922;0,799474;28,250488
0,423424;0,771931;0,796842;28,361512
0,411182;0,767374;0,804211;28,148274
0,413107;0,761685;0,797895;28,269812
0,403697;0,850097;0,779474;28,373054
0,405066;0,799106;0,791579;28,100489
0,398430;0,769294;0,798947;28,221502
0,411774;0,793458;0,806842;28,290454
