training_loss;validation_loss;validation_accuracy;epoch_time
0,697725;0,817042;0,766316;28,216199
0,705811;0,831162;0,752105;28,244852
0,682991;0,813594;0,768421;27,972961
0,687967;0,773749;0,781579;28,094107
0,691768;0,763326;0,782105;28,235303
0,691295;0,812652;0,769474;27,988261
0,674611;0,786008;0,773158;27,876816
0,659714;0,768994;0,778421;27,764348
0,676911;0,739291;0,787368;28,105344
0,662912;0,873579;0,747895;28,004402
0,670651;0,777243;0,775789;28,040369
0,659874;0,823046;0,766842;28,038983
0,647935;0,792639;0,776842;27,758085
0,640013;0,778665;0,781053;28,045677
0,616042;0,807822;0,771579;28,180104
0,639026;0,796441;0,781053;28,127570
0,615798;0,754560;0,780000;27,897553
0,622082;0,781453;0,784211;28,058001
0,607754;0,791773;0,785789;27,910565
0,611628;0,767933;0,785263;28,118772
0,595978;0,779710;0,778947;27,876760
0,597438;0,842916;0,772632;27,988201
0,604414;0,799391;0,774737;27,925717
0,599035;0,785876;0,776316;27,873962
0,576299;0,800760;0,777368;28,026063
0,567724;0,784896;0,780000;27,842686
0,581888;0,780271;0,777895;27,830456
0,577972;0,795835;0,772105;27,942807
0,587456;0,751297;0,788421;27,987311
0,577669;0,792018;0,777895;28,095158
0,588627;0,786995;0,783158;27,804613
0,561445;0,793081;0,788947;27,861076
0,573009;0,813201;0,773158;27,882874
0,567971;0,742507;0,787895;28,039335
0,535895;0,754292;0,786842;27,922343
0,558425;0,780764;0,787368;28,157039
0,538565;0,784544;0,785789;28,019641
0,540803;0,767440;0,784211;27,888733
0,556958;0,782309;0,780000;27,782547
0,544052;0,731778;0,790526;27,947288
0,545845;0,830648;0,781579;27,956149
0,545292;0,771014;0,778421;27,970940
0,528456;0,769931;0,790526;28,072554
0,535895;0,903512;0,762105;27,811874
0,528468;0,782512;0,785789;28,107377
0,522647;0,815607;0,777368;27,897649
0,533318;0,787675;0,787895;27,758140
0,536548;0,769058;0,787895;28,209934
0,483493;0,821731;0,776842;28,018683
0,513006;0,791769;0,784211;27,880807
0,535406;0,773073;0,786316;28,102713
0,507581;0,839489;0,779474;27,767552
0,492991;0,791647;0,797895;28,097082
0,510622;0,843844;0,780526;27,972936
0,497270;0,798217;0,794737;27,876310
0,475881;0,804721;0,790000;27,767048
0,491448;0,786542;0,793158;27,888655
0,495506;0,809662;0,779474;27,997180
0,502973;0,806719;0,781053;27,845254
0,504664;0,772203;0,794737;28,072835
0,480163;0,775138;0,796842;27,969796
0,497708;0,783482;0,786316;27,946583
0,479925;0,774793;0,783158;28,222939
0,507763;0,804661;0,788421;27,905479
0,486717;0,805851;0,791053;28,102101
0,471155;0,789718;0,789474;27,924272
0,447582;0,790204;0,789474;28,564431
0,476346;0,776589;0,794737;28,311679
0,466665;0,774788;0,791053;28,197007
0,469091;0,821639;0,784737;28,021402
0,460131;0,759336;0,790526;28,052853
0,457834;0,856810;0,782105;27,957427
0,463687;0,794380;0,788947;27,859166
0,460069;0,817899;0,795789;28,096497
0,461698;0,800700;0,789474;27,919172
0,451015;0,821485;0,789474;27,943752
0,455916;0,778777;0,795263;27,862661
0,472394;0,792244;0,795789;28,045500
0,453565;0,804570;0,790000;27,928550
0,467277;0,817838;0,787895;28,027796
0,449559;0,809544;0,789474;27,888352
0,457902;0,780542;0,789474;27,958128
0,438806;0,769227;0,794211;28,044713
0,426600;0,790151;0,794211;27,848176
0,457658;0,777160;0,794211;28,100161
0,445148;0,812537;0,794737;27,896939
0,424365;0,796902;0,791579;27,835560
0,443330;0,797867;0,797368;27,972805
0,440082;0,827372;0,800526;27,896134
0,451812;0,843901;0,785263;27,772599
0,448897;0,750652;0,799474;27,988092
0,431154;0,809334;0,795789;28,084195
0,417938;0,821137;0,801053;27,888143
0,419572;0,795229;0,793158;27,906630
0,422058;0,794355;0,799474;27,911090
0,432509;0,824517;0,789474;28,092671
0,417699;0,807244;0,784737;27,841098
0,410072;0,816639;0,789474;27,909669
0,435439;0,771581;0,797895;27,943409
0,400821;0,766148;0,796842;28,012938
