training_loss;validation_loss;validation_accuracy;epoch_time
0,744748;0,759263;0,767895;27,918021
0,720102;0,775839;0,765263;27,802838
0,730803;0,746920;0,776842;28,055313
0,730919;0,769348;0,775263;27,724578
0,723834;0,749084;0,775263;27,786566
0,708599;0,926624;0,723684;27,830974
0,704098;0,855473;0,755263;27,866677
0,694557;0,760343;0,772105;28,157005
0,688410;0,775673;0,768947;27,603622
0,698119;0,738834;0,768421;27,951227
0,690815;0,755210;0,771053;27,441060
0,670897;0,767576;0,775263;27,882695
0,682287;0,772741;0,773158;27,998778
0,673590;0,819334;0,757895;27,683967
0,675132;0,787971;0,765263;28,046932
0,653259;0,759278;0,780000;27,695803
0,675934;0,759880;0,774211;27,740215
0,624637;0,795646;0,764737;27,569277
0,653008;0,758821;0,775263;27,839438
0,646952;0,744313;0,782632;27,802242
0,642627;0,759084;0,782632;27,974244
0,638481;0,762492;0,778421;27,896298
0,601091;0,770686;0,778421;27,846018
0,608750;0,755236;0,770000;27,452640
0,616916;0,737208;0,777368;28,022477
0,615448;0,749000;0,776842;27,473026
0,600065;0,730864;0,781579;27,726141
0,615098;0,760281;0,771579;27,987855
0,614933;0,756310;0,775263;27,734311
0,586358;0,738534;0,776316;27,517666
0,593078;0,764536;0,786316;27,882757
0,596034;0,741588;0,781053;27,532122
0,602780;0,739670;0,787895;27,719710
0,579174;0,766762;0,768947;27,899696
0,588419;0,751092;0,781579;27,866085
0,597120;0,710467;0,791053;27,925375
0,592128;0,767362;0,781579;28,019036
0,581883;0,763263;0,779474;27,444998
0,577387;0,720325;0,795263;27,672438
0,572885;0,718820;0,789474;27,990734
0,584513;0,762436;0,783684;27,860756
0,569306;0,746841;0,790526;27,845444
0,550255;0,766654;0,784211;27,552988
0,575250;0,795577;0,771579;28,091615
0,568112;0,702957;0,788947;27,806455
0,537512;0,723257;0,783684;27,518516
0,533107;0,727254;0,794737;27,743982
0,561235;0,684661;0,789474;27,987115
0,531572;0,732952;0,794737;27,473893
0,542447;0,787001;0,781579;27,924716
0,519217;0,782033;0,768947;27,703004
0,521948;0,740798;0,790526;27,739372
0,540637;0,771597;0,785789;27,889120
0,530444;0,759464;0,783158;27,797249
0,529608;0,746261;0,782632;27,818915
0,519210;0,778064;0,791579;27,817883
0,504692;0,793010;0,783684;27,691093
0,529375;0,779865;0,787368;27,661596
0,505057;0,742043;0,786842;28,104788
0,520255;0,729709;0,793158;27,776435
0,512647;0,728956;0,793684;27,891650
0,516916;0,702249;0,803158;27,783524
0,510521;0,736190;0,783684;28,064463
0,518600;0,729094;0,788421;27,654267
0,519373;0,763836;0,780526;28,047442
0,498472;0,751698;0,791579;27,747495
0,497309;0,781823;0,782105;27,950169
0,517560;0,739454;0,785263;27,798169
0,483654;0,767064;0,786316;27,912938
0,502299;0,749512;0,785789;28,037736
0,493890;0,783263;0,780000;28,049042
0,495945;0,723550;0,797895;28,212262
0,493220;0,706632;0,794737;27,825333
0,494578;0,763144;0,792105;27,937117
0,473174;0,746791;0,789474;28,037010
0,490453;0,742570;0,792105;27,798691
0,435022;0,741719;0,798421;28,036408
0,480536;0,818009;0,772632;27,932130
0,477089;0,701059;0,796842;27,912018
0,490960;0,727301;0,795789;27,799022
0,449928;0,730966;0,803684;27,868946
0,486909;0,724936;0,798947;27,979073
0,472352;0,738582;0,791053;27,798374
0,455278;0,835424;0,771579;27,986525
0,457032;0,752708;0,788421;28,018798
0,467714;0,739160;0,794737;28,038779
0,470071;0,746915;0,794211;28,129259
0,456532;0,762474;0,792632;27,742883
0,443200;0,734466;0,806842;27,890249
0,452290;0,720137;0,795789;27,833915
0,451751;0,774426;0,791053;27,919448
0,442168;0,757924;0,790526;28,026777
0,461656;0,756966;0,792632;28,037010
0,446045;0,749036;0,801579;28,110396
0,440656;0,735306;0,801053;27,981725
0,437726;0,744165;0,797368;27,744452
0,452805;0,750463;0,794211;28,096519
0,441522;0,791756;0,791053;28,029637
0,444209;0,729766;0,798947;28,046941
0,430225;0,760403;0,801053;27,913871
