epoch;train_loss;val_loss;val_acc;class_acc;dt;
1;1,37226860911;1,12864135783;0,754536290323;0,0;40,3629899025;
2;1,05595374063;0,925146922469;0,754032258065;0,01;43,3300390244;
3;0,817195988595;0,798718712503;0,78125;0,496794871795;39,7730870247;
4;0,697801857144;0,778981025661;0,781754032258;0,532371794872;41,6007862091;
5;0,70199466452;0,760661875529;0,785786290323;0,641134751773;40,1893420219;
6;0,727982738614;0,757360475198;0,787298387097;0,622222222222;40,4093089104;
7;0,699844786078;0,756620272513;0,788810483871;0,658333333333;40,8963680267;
8;0,685494571924;0,756312569784;0,787298387097;0,613945578231;39,9589948654;
9;0,718417685181;0,750638695975;0,787298387097;0,666333333333;39,8563008308;
10;0,720432564467;0,74723270199;0,792842741935;0,711904761905;41,5818948746;
11;0,680874266028;0,745430905732;0,790322580645;0,637755102041;41,2137510777;
12;0,686615892202;0,746657433529;0,791330645161;0,651234567901;39,8516960144;
13;0,688744424284;0,742842384404;0,790826612903;0,634693877551;42,2895989418;
14;0,689173405021;0,739798339625;0,788306451613;0,637179487179;41,5909759998;
15;0,681305758059;0,740933919626;0,788810483871;0,658490566038;39,9596209526;
16;0,700323234648;0,737026556846;0,790322580645;0,621153846154;42,7841570377;
17;0,698192723393;0,743855074048;0,787802419355;0,701666666667;41,0289680958;
18;0,689210374653;0,736180123783;0,789818548387;0,666666666667;42,1341450214;
19;0,68385223791;0,739072772764;0,788810483871;0,625320512821;39,4678230286;
20;0,703191185445;0,738122207022;0,788306451613;0,621913580247;42,601749897;
21;0,683461899161;0,73889891611;0,787802419355;0,651418439716;43,5505230427;
22;0,683972776085;0,73802270524;0,785786290323;0,646180555556;42,7444069386;
23;0,656422984302;0,729870403967;0,792842741935;0,692810457516;42,1647820473;
24;0,69323163107;0,736495959663;0,789818548387;0,617283950617;40,6123099327;
25;0,688471580148;0,726290156284;0,793346774194;0,663580246914;41,4898929596;
26;0,685779912472;0,737359006078;0,792338709677;0,65522875817;40,7542979717;
27;0,677071567923;0,733752873636;0,790826612903;0,671088435374;42,0306851864;
28;0,672975116074;0,734424217093;0,791834677419;0,695283018868;41,8967590332;
29;0,660456961244;0,729929822107;0,790322580645;0,649019607843;42,8230240345;
30;0,662974317968;0,735379937195;0,791330645161;0,657547169811;41,4773280621;
31;0,661516900957;0,72687808977;0,792842741935;0,623636363636;42,0227198601;
32;0,656379311085;0,732725751015;0,789314516129;0,688271604938;43,3577919006;
33;0,679848810136;0,735688765203;0,791330645161;0,630718954248;42,4576621056;
34;0,693035203367;0,732973075682;0,790322580645;0,679824561404;43,5172100067;
35;0,694093339741;0,72819576773;0,791834677419;0,667575757576;43,0013201237;
36;0,662743131965;0,727879729963;0,794858870968;0,651;40,2850420475;
37;0,675410455689;0,731671621242;0,793346774194;0,643197278912;42,6296370029;
38;0,657221886814;0,727220356945;0,795362903226;0,708333333333;42,9198980331;
39;0,666261772811;0,729899611204;0,792842741935;0,68660130719;42,8248970509;
40;0,659260689318;0,731431651981;0,789314516129;0,671296296296;42,2697131634;
41;0,675788951069;0,728715393332;0,792338709677;0,737254901961;41,0366120338;
42;0,666615923196;0,730280530549;0,792338709677;0,708333333333;41,3892560005;
43;0,66292258516;0,729707687613;0,793346774194;0,684666666667;42,6266570091;
44;0,666168181002;0,731566315697;0,793346774194;0,639795918367;41,7966749668;
45;0,644383257329;0,731877401952;0,791834677419;0,684294871795;42,0748698711;
46;0,660205933154;0,733434975147;0,791330645161;0,657716049383;42,3649859428;
47;0,677041865885;0,733591817319;0,791834677419;0,72091503268;43,2715010643;
48;0,682189215869;0,727195545791;0,793346774194;0,680272108844;42,7097458839;
49;0,678212797046;0,731683697431;0,786290322581;0,699038461538;42,6778130531;
50;0,673903069347;0,730551077233;0,790322580645;0,691503267974;43,5638301373;
51;0,669158377647;0,727518009082;0,79435483871;0,694871794872;43,6453719139;
52;0,658213167042;0,730658157699;0,789818548387;0,7;43,1584420204;
53;0,686919409782;0,721195594918;0,788306451613;0,743055555556;43,6956419945;
54;0,672977936417;0,729285203161;0,788810483871;0,691666666667;42,559896946;
55;0,678721588105;0,723616355369;0,793346774194;0,648;43,6701209545;
56;0,677901464403;0,72340019576;0,792842741935;0,675163398693;41,6499171257;
57;0,655732173324;0,731535827681;0,786794354839;0,670408163265;43,5090100765;
58;0,649442007691;0,728976818342;0,789818548387;0,718954248366;43,3397920132;
59;0,6531466043;0,726128063375;0,795866935484;0,724382716049;42,2480788231;
60;0,666702864915;0,729159225379;0,792842741935;0,677;43,9488501549;
61;0,633594101071;0,730509278755;0,793346774194;0,690522875817;43,5378389359;
62;0,680889191628;0,727012392975;0,794858870968;0,698550724638;43,2115311623;
63;0,67809794277;0,730187226207;0,790826612903;0,744444444444;43,4531879425;
64;0,649398270547;0,729627006477;0,792842741935;0,698717948718;43,266326189;
65;0,644087679088;0,731640795306;0,793346774194;0,684905660377;42,782695055;
66;0,6388623707;0,717479038623;0,79435483871;0,689696969697;44,0853950977;
67;0,688577573448;0,721979408976;0,791330645161;0,75786163522;42,1902329922;
68;0,658930536658;0,718434723635;0,795362903226;0,724679487179;43,4487709999;
69;0,682750187218;0,723359737185;0,796370967742;0,692810457516;43,6271760464;
70;0,645012297034;0,72569068329;0,796875;0,666666666667;42,6695299149;
71;0,667260149568;0,728198165374;0,795362903226;0,695192307692;43,0257771015;
72;0,653940195143;0,728133614746;0,793850806452;0,644117647059;43,323718071;
73;0,675007760823;0,72644792401;0,792842741935;0,661764705882;42,8446540833;
74;0,635526397824;0,720512392059;0,796370967742;0,727891156463;42,4878869057;
75;0,660019996315;0,729924760519;0,793346774194;0,697712418301;42,2823040485;
76;0,662077280283;0,729500267294;0,795362903226;0,703939393939;43,1323261261;
77;0,6640642865;0,723107123567;0,793850806452;0,656172839506;44,5077579021;
78;0,636141949594;0,723385883916;0,79435483871;0,705974842767;43,849198103;
79;0,661446555778;0,727963821542;0,793346774194;0,719576719577;43,5035851002;
80;0,670172834992;0,726243163309;0,791834677419;0,654081632653;43,037758112;
81;0,649502295405;0,72797277017;0,791834677419;0,767628205128;42,3738930225;
82;0,657982964218;0,728050103111;0,794858870968;0,729738562092;42,0262348652;
83;0,652277624011;0,730218717648;0,789818548387;0,715184186882;42,5074439049;
84;0,669123324305;0,727703208885;0,792338709677;0,751412429379;43,2096230984;
85;0,662932723686;0,728620593586;0,792842741935;0,66049382716;40,8761808872;
86;0,66147445187;0,723391107013;0,792338709677;0,661858974359;42,6288459301;
87;0,679516247362;0,719264153992;0,793346774194;0,673469387755;39,8809421062;
88;0,66117111668;0,721570051966;0,79435483871;0,695192307692;43,6327857971;
89;0,665258456469;0,726645757114;0,793850806452;0,675531914894;44,5073828697;
90;0,660661823452;0,726437455223;0,794858870968;0,679432624113;42,5148510933;
91;0,668460664153;0,723765616455;0,795362903226;0,69387755102;41,9910759926;
92;0,671420390606;0,725215909221;0,796370967742;0,689102564103;42,2495999336;
93;0,655953102931;0,723649638314;0,796370967742;0,693137254902;41,1785061359;
94;0,655978979319;0,728730791999;0,792338709677;0,690251572327;42,9370927811;
95;0,656215889007;0,726941614862;0,793346774194;0,739583333333;42,0991868973;
96;0,661608002186;0,720684338481;0,796370967742;0,720068027211;42,6823248863;
97;0,661856655478;0,72315515049;0,795362903226;0,690136054422;42,8987159729;
98;0,640401058048;0,724931808249;0,793850806452;0,737962962963;41,7137629986;
99;0,642269489318;0,728119355056;0,79435483871;0,761217948718;44,0076298714;
100;0,644496459216;0,721950092143;0,793346774194;0,679090909091;43,5146069527;
