train_loss;val_loss;val_acc;class_acc;dt;
6,36313300848;2,7401118317;0,230846774194;0,0;26,9460339546;
2,74348488629;1,77579311594;0,454637096774;0,0;26,8565709591;
2,03523407996;1,47466697904;0,546370967742;0,0666666666667;26,8404791355;
1,69119238019;1,30902659797;0,600806451613;0,193971631206;27,0626239777;
1,49878798783;1,20798986862;0,642641129032;0,31;26,9760780334;
1,38985082775;1,13994351414;0,665322580645;0,424666666667;27,2130980492;
1,27698457241;1,07967420932;0,688508064516;0,519387755102;27,069024086;
1,23555393487;1,03184583591;0,702620967742;0,571276595745;27,0401809216;
1,16375972062;1,00007083724;0,708669354839;0,555185185185;27,1158840656;
1,12169690073;0,969414615823;0,711693548387;0,552579365079;26,9353640079;
1,10271687627;0,947743182221;0,71875;0,612152777778;27,0572888851;
1,07379588187;0,930732731858;0,731350806452;0,61045751634;26,8900840282;
1,04955258399;0,913403256286;0,735383064516;0,621666666667;27,029186964;
0,991724458784;0,890325789971;0,738407258065;0,614285714286;27,0043010712;
0,979483315051;0,877501729996;0,746975806452;0,551886792453;27,0175478458;
0,982207720876;0,869236717301;0,744959677419;0,579245283019;27,1216008663;
0,946195970774;0,85823894893;0,75;0,596808510638;27,1929168701;
0,950257682502;0,844373355469;0,756048387097;0,620666666667;26,8477468491;
0,920560800284;0,835665896054;0,755544354839;0,644217687075;26,9200079441;
0,888862987906;0,82496107634;0,760080645161;0,563333333333;27,0549128056;
0,898492122293;0,816488970672;0,761088709677;0,591319444444;26,9177010059;
0,856630298644;0,807497206715;0,764616935484;0,66847826087;26,9889800549;
0,859815250486;0,802723309205;0,76814516129;0,673550724638;26,9538800716;
0,854541386664;0,796690197241;0,764112903226;0,653267973856;26,8507728577;
0,827209627032;0,793959731537;0,769657258065;0,645390070922;26,8841779232;
0,823042832762;0,784873308193;0,767641129032;0,615602836879;26,9851329327;
0,847876426578;0,784146719883;0,769153225806;0,695512820513;27,0243718624;
0,816463619322;0,770075391858;0,771169354839;0,675510204082;26,8994219303;
0,819501759708;0,76990434936;0,774193548387;0,68537414966;26,8917219639;
0,801277341247;0,761414791307;0,776713709677;0,710256410256;27,077447176;
0,794966648221;0,762162903624;0,773689516129;0,741496598639;26,1035189629;
0,802073998898;0,752195685141;0,777721774194;0,688095238095;27,0007400513;
0,770072206855;0,75336246577;0,779233870968;0,741509433962;25,9461710453;
0,762911992669;0,750078932412;0,78125;0,718085106383;26,8707418442;
0,790638842881;0,746846438896;0,782258064516;0,686170212766;26,9369659424;
0,765651297718;0,740834692313;0,782258064516;0,707232704403;26,9314739704;
0,738030248582;0,743492464865;0,782258064516;0,727898550725;25,9461660385;
0,770391318798;0,734370813735;0,786794354839;0,768506493506;26,8747267723;
0,768830766082;0,730378410509;0,785282258065;0,748397435897;27,0567619801;
0,768808968812;0,726687313568;0,788810483871;0,704761904762;27,0336399078;
0,746175876707;0,729860778778;0,785282258065;0,736805555556;26,0905249119;
0,753758764714;0,719752479465;0,787802419355;0,682389937107;26,9269959927;
0,746162890047;0,718812294545;0,791330645161;0,713605442177;26,9533660412;
0,736687338203;0,720260623482;0,788306451613;0,733695652174;26,0687420368;
0,721909479052;0,718494658989;0,787298387097;0,753205128205;27,0372858047;
0,712270177305;0,717898574568;0,78377016129;0,736666666667;26,9024090767;
0,704174547046;0,710577326436;0,791330645161;0,720833333333;26,8682069778;
