train_loss;val_loss;val_acc;class_acc;dt;
1,28493033051;1,1515327644;0,754032258065;0,0;34,6228060722;
1,09037951142;0,931811587945;0,753024193548;0,004;34,9800059795;
0,811383642107;0,801712321658;0,777721774194;0,448366013072;35,0207238197;
0,707146143317;0,778190212865;0,785786290323;0,547169811321;35,8189098835;
0,701551977247;0,767476002295;0,78377016129;0,645751633987;35,7722260952;
0,718195282519;0,760493140548;0,787298387097;0,643666666667;35,5956571102;
0,723405587822;0,753422557587;0,788810483871;0,631;34,6731030941;
0,704544574469;0,755095694815;0,786290322581;0,620987654321;34,8802900314;
0,728518514037;0,746241108544;0,789314516129;0,59465408805;35,2043709755;
0,719777147621;0,747405442499;0,787298387097;0,603525641026;34,1907589436;
0,701380567104;0,750293699484;0,785282258065;0,628014184397;35,1082668304;
0,702090234309;0,744879370736;0,788810483871;0,641987179487;34,7693090439;
0,711982700825;0,735098169456;0,792338709677;0,62074829932;34,7896060944;
0,678038204014;0,748172514862;0,78377016129;0,643081761006;34,8565599918;
0,705374284983;0,74705872853;0,787802419355;0,664236111111;35,0144779682;
0,686988980025;0,739894899149;0,790322580645;0,652333333333;35,4196479321;
0,694294589907;0,737990361068;0,789314516129;0,662418300654;35,191660881;
0,668789535463;0,742808591454;0,790322580645;0,71568627451;35,4334568977;
0,658413626999;0,743284733545;0,793850806452;0,645098039216;35,2288789749;
0,69347824499;0,739796391658;0,790322580645;0,665646258503;35,7974858284;
0,709017761648;0,739781257366;0,787802419355;0,645918367347;35,3775911331;
0,687636500448;0,737644513288;0,792842741935;0,640136054422;37,9501638412;
0,685699048489;0,735490167093;0,788306451613;0,689102564103;40,0769238472;
0,67247033909;0,739191975805;0,790826612903;0,645564892624;38,5810570717;
0,687317481637;0,735579780513;0,791330645161;0,67106918239;36,4130818844;
0,678809845001;0,731837026535;0,792338709677;0,699346405229;35,830824852;
0,672979213595;0,730594845068;0,792842741935;0,68954248366;35,415927887;
0,698065959215;0,728505332143;0,792842741935;0,632352941176;35,810311079;
0,695440025479;0,737722650651;0,791834677419;0,640880503145;35,2995941639;
0,669060088098;0,732191678016;0,791330645161;0,64748427673;35,3510131836;
0,682564266771;0,732798492236;0,791834677419;0,668484848485;35,1125249863;
0,671242513061;0,729325540604;0,791834677419;0,696258503401;35,623374939;
0,683706501871;0,733412829618;0,790322580645;0,710884353741;35,2792270184;
0,674389211386;0,735018662387;0,788810483871;0,640238095238;35,4284610748;
0,68732745856;0,72428239161;0,794858870968;0,635534591195;35,5005478859;
0,675279604942;0,722272412912;0,790826612903;0,697463768116;35,666932106;
0,681204231977;0,726105495326;0,793346774194;0,71;35,8238217831;
0,654334126711;0,731996650657;0,789818548387;0,671768707483;35,1046931744;
0,684435074031;0,731140244392;0,789314516129;0,665333333333;35,1871099472;
0,680816839486;0,731473309378;0,792338709677;0,711437908497;35,810600996;
0,651186151654;0,726718011883;0,793346774194;0,680065359477;35,20490098;
0,686421195269;0,729619794796;0,792338709677;0,632716049383;35,2006890774;
0,664763603956;0,727048961386;0,791834677419;0,735714285714;35,1447639465;
0,681844381392;0,728499179406;0,792338709677;0,710691823899;35,8437931538;
0,667473439276;0,725050493113;0,791834677419;0,62091503268;35,5140929222;
0,647452195287;0,724803478487;0,791330645161;0,645098039216;35,955051899;
0,674211168289;0,724597456234;0,791834677419;0,69;35,3333258629;
0,650891893059;0,723539288727;0,793850806452;0,707547169811;35,1070899963;
0,687754712403;0,724903778203;0,792842741935;0,67614379085;35,4705650806;
0,664812182933;0,724790970164;0,789818548387;0,642156862745;35,3592009544;
0,669670658261;0,720342617842;0,794858870968;0,679738562092;35,5437939167;
0,69950512588;0,728026274712;0,792842741935;0,687962962963;35,02394104;
0,671639075875;0,723611648525;0,793850806452;0,709722222222;36,1091358662;
0,658780792654;0,722769578138;0,795866935484;0,700961538462;36,0165061951;
0,674986407757;0,720666793566;0,793850806452;0,676666666667;35,6030919552;
0,655898793787;0,719054874393;0,795866935484;0,688461538462;35,1365451813;
0,671597539485;0,72209027025;0,795866935484;0,741489361702;34,3578779697;
0,655275054425;0,725660934564;0,796370967742;0,716666666667;35,0789749622;
0,671296572834;0,726867443131;0,796370967742;0,712962962963;35,8845391273;
