train_loss2;val_loss2;val_acc2;dt2;
0,550931194042;0,821392483789;0,767641129032;45,4746260643;
0,532815686663;0,815053022584;0,770665322581;45,5572021008;
0,575786259218;0,821351955891;0,767641129032;45,3579649925;
0,581557508182;0,819374800524;0,770161290323;45,5191419125;
0,564596782599;0,816976831145;0,768649193548;45,4105358124;
0,569843236219;0,82331772423;0,767137096774;45,5693628788;
0,563486227826;0,81504599512;0,769657258065;45,4001581669;
0,549845668457;0,820812457383;0,767137096774;45,3515489101;
0,557076637744;0,821539745485;0,767641129032;45,3747909069;
0,575124629453;0,820779691715;0,768649193548;45,333365202;
0,584618852279;0,821295389145;0,767641129032;45,3909010887;
0,564720917626;0,817176537024;0,768649193548;45,6160590649;
0,558039835701;0,820811119305;0,769153225806;45,4332718849;
0,549414252452;0,824972084327;0,766633064516;45,6393659115;
0,573392949459;0,823950827816;0,768649193548;45,4430339336;
0,556539426819;0,821492738988;0,765625;45,5353729725;
0,572078770178;0,827990881257;0,766633064516;45,420017004;
0,545028096436;0,82500758337;0,767137096774;45,477615118;
0,542241756837;0,81789469292;0,767641129032;45,5991001129;
0,557998668771;0,824923974657;0,768649193548;45,4529869556;
0,574032154525;0,818611929229;0,769153225806;45,4712529182;
0,542013219994;0,82550073123;0,767137096774;45,465898037;
0,543683078981;0,82798271783;0,766129032258;45,4057760239;
0,543248382042;0,821866921117;0,767137096774;46,3595149517;
0,552673552563;0,829677198547;0,764616935484;48,5899479389;
0,526526868608;0,826953893875;0,766633064516;45,3650360107;
0,538081350304;0,828796074573;0,766129032258;45,4173059464;
0,530482305792;0,826210341704;0,766129032258;45,3400011063;
0,564598815441;0,829285568506;0,765625;45,2401139736;
0,532842120644;0,822838331923;0,766129032258;45,286757946;
0,538641985196;0,8290134133;0,766129032258;45,4178900719;
0,526420780101;0,82919863273;0,767137096774;45,6107459068;
0,517479155904;0,826172363285;0,767137096774;45,3895659447;
0,536463343768;0,832669737648;0,765120967742;45,4654111862;
0,542297797297;0,837205079781;0,76310483871;45,4055168629;
0,503126087591;0,82636067755;0,766633064516;45,2072210312;
0,545273436325;0,826700257456;0,767137096774;45,0625030994;
0,527499691634;0,830049425707;0,767641129032;45,4072999954;
0,530350391901;0,830316982943;0,767137096774;45,4314069748;
0,529283658791;0,827749065594;0,767137096774;45,5601401329;
0,509575280873;0,832885603081;0,767137096774;45,2794680595;
0,535330566526;0,836312033549;0,764112903226;45,5812430382;
0,524546273689;0,83518683563;0,765625;45,3940300941;
0,538743209932;0,831753895247;0,766129032258;45,3905780315;
0,515270761018;0,830831074518;0,767137096774;45,3338119984;
0,526140127734;0,833144656697;0,767641129032;45,1199970245;
0,534803331564;0,831052353256;0,767641129032;44,5832791328;
0,495169408219;0,830433014081;0,767137096774;45,3148880005;
0,548636953395;0,833977680715;0,767641129032;45,4547309875;
0,537865495136;0,837013169632;0,765120967742;45,5190081596;
