train_loss;val_loss;val_acc;dt;
0,885995688438;0,927827465438;0,770665322581;25,926058054;
0,805511759996;0,856317795092;0,769657258065;25,9243140221;
0,739103676438;0,808845539247;0,769153225806;25,7328197956;
0,707344683647;0,79438051293;0,76814516129;25,6380090714;
0,70472081244;0,783715757631;0,770161290323;25,5459439754;
0,699536615491;0,781409141998;0,771673387097;25,5495648384;
0,700803003788;0,778023414073;0,772177419355;25,5240008831;
0,688808947086;0,78041118816;0,772681451613;25,9377419949;
0,69794141674;0,78057280279;0,772681451613;25,7666099072;
0,683396230698;0,779096419773;0,771673387097;25,599932909;
0,699269558191;0,776182788514;0,772681451613;25,8825089931;
0,694997914791;0,77339468608;0,773689516129;25,9373559952;
0,708461130381;0,772400512811;0,773689516129;25,7911131382;
0,69399163425;0,774016691312;0,773185483871;25,8970561028;
0,706199154615;0,770196836802;0,774193548387;25,831482172;
0,688386757612;0,772534507657;0,771673387097;25,9674210548;
0,696366865039;0,77358872852;0,771673387097;25,7680840492;
0,700587590814;0,772711850462;0,772681451613;25,7942960262;
0,698732153296;0,772567157303;0,773185483871;25,711204052;
0,701362841725;0,771440154122;0,773689516129;25,8017969131;
0,688824247837;0,775303331594;0,771673387097;25,8941838741;
0,686858347654;0,77319916554;0,772681451613;25,8412621021;
0,682494278789;0,770762597842;0,772177419355;25,7643909454;
0,700044910073;0,768586585118;0,772681451613;25,7249231339;
0,682678180695;0,774191243033;0,771673387097;25,7760779858;
0,675839624763;0,770404616191;0,772177419355;25,7015888691;
0,692998917103;0,769007899107;0,772177419355;25,8144059181;
0,665831749797;0,773398195063;0,771673387097;25,818803072;
0,682476303935;0,768605675909;0,774193548387;25,8769562244;
0,689693354249;0,773097015196;0,772681451613;25,7870230675;
0,692269587874;0,768158629537;0,772177419355;25,804063797;
0,700820026159;0,767716834622;0,772681451613;25,8092801571;
0,680052091122;0,7745497145;0,772681451613;25,7527089119;
0,679761096239;0,773737914139;0,771169354839;25,7848768234;
0,682866685033;0,771379040134;0,773185483871;25,8766820431;
0,676635528684;0,770315735571;0,772681451613;25,697261095;
0,677466726542;0,764515769578;0,773689516129;25,8583648205;
0,688223176122;0,768853598064;0,773185483871;25,7217240334;
0,675971216798;0,773825878578;0,770665322581;25,6884109974;
0,681518654823;0,767730436498;0,773185483871;25,7202429771;
0,690668646455;0,771064675623;0,770665322581;25,814674139;
0,689853445172;0,771761202043;0,771673387097;25,8774180412;
0,669449753881;0,773647763556;0,771169354839;25,6949729919;
0,696513373375;0,768194927323;0,772177419355;25,9174540043;
0,655338788509;0,770542166406;0,771673387097;25,9029619694;
0,686768733501;0,773936694668;0,772681451613;25,8676278591;
0,673356059074;0,770905638895;0,772681451613;25,8524708748;
0,679458626866;0,771581242642;0,771169354839;25,8649940491;
0,684444766164;0,771942217023;0,771673387097;25,8879740238;
0,673429625988;0,771764303407;0,772681451613;25,8716430664;
0,67015869242;0,772618536988;0,772177419355;25,8325459957;
0,691031849384;0,769714688582;0,773185483871;25,7871558666;
0,682074536085;0,769110221055;0,773185483871;25,8209118843;
0,669131292343;0,767877418668;0,773185483871;25,8218009472;
0,694531754971;0,771166230402;0,773689516129;25,8368589878;
0,68561854291;0,767032233457;0,774193548387;25,8201370239;
0,686064769745;0,768259768044;0,773185483871;25,8186237812;
0,679868193269;0,764690175653;0,773185483871;25,7988259792;
0,672864598155;0,771296213231;0,771673387097;25,831111908;
0,695906638741;0,76945588233;0,772177419355;25,8178701401;
0,677683151126;0,76381429453;0,773185483871;25,9696629047;
0,685457534194;0,766778810851;0,772681451613;25,9293930531;
0,697629533172;0,763143104892;0,775201612903;25,7863199711;
0,693192999363;0,769487758317;0,772177419355;25,8383798599;
0,686220543265;0,766493524275;0,772681451613;26,058229208;
0,682020282507;0,76887609353;0,774697580645;25,843020916;
0,66714905262;0,770375473365;0,773689516129;25,8274860382;
0,687039801717;0,768762954781;0,774193548387;25,8587930202;
0,663423798442;0,766450430597;0,773185483871;25,7940940857;
0,679317654371;0,768091652182;0,774193548387;25,8797061443;
0,679302821875;0,771493779075;0,773185483871;25,7090570927;
0,669152291179;0,769000350948;0,773689516129;25,6053421497;
0,684376485944;0,772452107841;0,772681451613;25,9539768696;
0,6829913643;0,767603697796;0,772681451613;25,8981101513;
0,695027644873;0,768473639844;0,774193548387;26,077739954;
0,671437432051;0,769978275222;0,773689516129;25,7408769131;
0,686350544095;0,769950006277;0,774697580645;25,9975349903;
0,666184865355;0,767088456019;0,774193548387;25,8160049915;
0,69060734129;0,7681244232;0,774697580645;25,7303221226;
0,693808628559;0,77345787181;0,772177419355;25,7662289143;
