train_loss;val_loss;class_acc;dt;
1,01592768326;0,909436519588;0,765120967742;61,4852659702;
0,800852588117;0,802303365161;0,776209677419;69,5840089321;
0,705761235505;0,763809589369;0,785282258065;69,3234601021;
0,705788518041;0,748156674447;0,789314516129;69,2284388542;
0,700193231553;0,750653541857;0,787802419355;69,2134041786;
0,678877074122;0,747505453806;0,788306451613;69,4643681049;
0,701720148027;0,743955197834;0,789314516129;69,5073349476;
0,681806941926;0,739509192686;0,790322580645;65,807133913;
0,690388371348;0,738897365428;0,790826612903;69,7032880783;
0,681495155245;0,737735625717;0,791330645161;70,6973459721;
0,679824758917;0,734336734539;0,792842741935;68,9959578514;
0,665936904997;0,735792110043;0,791834677419;73,7417550087;
0,684662947208;0,729086058995;0,791834677419;69,3492281437;
0,674129990488;0,734901938708;0,791834677419;68,6713988781;
0,678758702725;0,727789432772;0,793346774194;68,7704479694;
0,680834601969;0,732361027791;0,791330645161;69,2868468761;
0,662332229465;0,727781137632;0,793850806452;72,2387390137;
0,678279245347;0,726820061764;0,795866935484;69,9540469646;
0,669897440374;0,730001694252;0,796370967742;68,2598888874;
0,691792963743;0,727872624993;0,796370967742;68,748595953;
0,692966616154;0,72813460375;0,796370967742;71,4856638908;
0,674100642353;0,729022706709;0,795866935484;75,4484419823;
0,683841749281;0,729233330536;0,794858870968;76,2072360516;
0,660832999796;0,721972684706;0,795362903226;76,4856059551;
0,680435559005;0,727723279788;0,795362903226;75,9989581108;
0,677818772644;0,718193705284;0,796875;76,9763860703;
0,667034452856;0,728242125723;0,794858870968;72,292689085;
0,669436207265;0,726399063103;0,797883064516;76,2432301044;
0,661038138121;0,725761482793;0,795362903226;76,1362388134;
0,64897905916;0,719722875424;0,798891129032;76,4478859901;
0,657385904938;0,722804334375;0,798891129032;75,9048969746;
0,671702304035;0,723914496841;0,798387096774;76,0194628239;
0,663956607431;0,720241886954;0,798891129032;68,1582419872;
0,65345030725;0,721963291207;0,800403225806;68,7301847935;
0,670160886794;0,721857819346;0,801411290323;68,8996720314;
0,66949520871;0,719145965672;0,79939516129;72,9114460945;
0,67489101246;0,72032253324;0,800907258065;75,8678560257;
0,661438015997;0,719964905612;0,801915322581;75,6794600487;
0,665930053741;0,722056680389;0,79939516129;76,3583090305;
0,688242825046;0,717488001431;0,800907258065;76,0508329868;
0,684910705388;0,715554372918;0,800907258065;76,5107660294;
0,678251419812;0,722978848603;0,798387096774;75,4710760117;
0,647741992921;0,720875012778;0,801411290323;75,8100190163;
0,679479988366;0,720492318753;0,800403225806;75,3911418915;
0,681170458347;0,719423385878;0,800907258065;76,4862639904;
0,679434218854;0,723479496856;0,797883064516;75,6003711224;
0,664405198246;0,714887933625;0,802923387097;73,5285489559;
0,663534575999;0,721575478873;0,79939516129;75,8044769764;
0,67885674201;0,716747681941;0,800403225806;75,6782729626;
