epoch;train_loss;val_loss;val_acc;dt
134;0,895041016936;0,748464673758;0,764616935484;34,8083751202
135;0,908804718405;0,77894131647;0,75252016129;33,579720974
136;0,868993001729;0,749241972643;0,767641129032;37,454474926
137;0,888342568576;0,75505239877;0,77872983871;35,7085120678
138;0,883105636686;0,742302684534;0,761592741935;35,9120919704
139;0,860929110795;0,765891239047;0,76814516129;35,4492540359
140;0,861061065793;0,762663725884;0,766633064516;35,5811398029
141;0,864677377194;0,773219525814;0,758568548387;36,0331850052
142;0,873481396139;0,76049183261;0,768649193548;36,3728179932
143;0,885141620934;0,754179951164;0,76814516129;37,4861171246
144;0,882253949195;0,743973237853;0,772681451613;36,5205099583
145;0,859074146152;0,763658707661;0,774697580645;38,1734719276
146;0,86742737323;0,76629002873;0,765625;37,7522139549
147;0,840836876631;0,764567128593;0,776713709677;37,2863740921
148;0,845253708214;0,77107182049;0,761592741935;38,3072071075
149;0,859397610426;0,768201894337;0,757560483871;38,006978035
150;0,837308536619;0,739573389772;0,780745967742;38,1485908031
151;0,844429567903;0,733258629518;0,776209677419;38,4156811237
152;0,831149931848;0,743640632879;0,779233870968;38,4882478714
153;0,837867174298;0,764175402061;0,765120967742;38,2903449535
154;0,837909529507;0,745481480033;0,776209677419;37,4919040203
155;0,849298532307;0,731247018903;0,77872983871;38,8980920315
156;0,862903073132;0,73754512783;0,767137096774;37,8750450611
157;0,839302920699;0,728693201177;0,78125;38,6029059887
158;0,816305448413;0,76066433422;0,776209677419;38,8262360096
159;0,822202834785;0,74695488426;0,775201612903;37,9321210384
160;0,804080794305;0,729253526176;0,784274193548;39,7789771557
161;0,817814408094;0,72814665206;0,773689516129;37,9429941177
162;0,808193695396;0,742310698475;0,764616935484;38,4493889809
163;0,803898017108;0,722776884514;0,779233870968;39,3104789257
164;0,796147290468;0,754296408546;0,766633064516;38,6647691727
165;0,818709249347;0,743526066984;0,764616935484;39,2475240231
166;0,827161180526;0,740416148978;0,777721774194;38,9580760002
167;0,824835012853;0,758781785446;0,765625;38,7351710796
168;0,773514333963;0,753584084011;0,774697580645;39,4971330166
169;0,776668404192;0,759693535105;0,772177419355;38,6843240261
170;0,793096087128;0,736100310279;0,777721774194;39,3232800961
171;0,759382276982;0,715268098058;0,783266129032;39,6144139767
172;0,814233197868;0,728518151949;0,783266129032;38,4606637955
173;0,80686875999;0,711329410153;0,786290322581;39,8224089146
174;0,780986831635;0,7225294565;0,782258064516;38,5149829388
175;0,788148174435;0,718887888135;0,785282258065;39,3988189697
176;0,779453285635;0,715494813938;0,78125;38,8871490955
177;0,774401259273;0,752415657524;0,765120967742;39,1490399837
178;0,780895510763;0,724855080247;0,776209677419;39,0982539654
179;0,793680837303;0,710328826981;0,788810483871;40,4719610214
180;0,775891166031;0,712638899203;0,786290322581;39,3430809975
181;0,754730141163;0,729698980047;0,76814516129;39,4022169113
182;0,757741643935;0,726619919462;0,769153225806;39,7708759308
183;0,766678387672;0,72566169981;0,781754032258;39,1828460693
184;0,762677537501;0,719523923532;0,790322580645;39,6523871422
185;0,798506994992;0,723924379195;0,782258064516;38,7763869762
186;0,775689061731;0,702785718345;0,788810483871;39,8685929775
187;0,753237567097;0,752775168227;0,771673387097;40,5077970028
188;0,766257454455;0,694723988733;0,788810483871;39,5412158966
189;0,746774167418;0,719643916574;0,77872983871;38,8892219067
190;0,734503349215;0,716568144579;0,783266129032;39,7979419231
191;0,763133814633;0,713251228294;0,783266129032;39,3657698631
192;0,736943320483;0,730965392724;0,780241935484;39,3247418404
193;0,748789964765;0,731467352279;0,775705645161;39,8611400127
194;0,742744453549;0,713627012507;0,783266129032;40,2315220833
195;0,748206180036;0,717348247766;0,780241935484;39,339151144
196;0,741799293309;0,707073489504;0,782258064516;39,1338460445
197;0,760327153206;0,711926018519;0,787298387097;39,7191619873
198;0,727322487235;0,71035544382;0,775705645161;39,4418158531
199;0,741511691064;0,707444506307;0,780745967742;39,8031020164
200;0,722208653241;0,722379497943;0,778225806452;39,604377985
201;0,742430492342;0,69788157988;0,791330645161;40,0971968174
202;0,725331740528;0,69525360316;0,790826612903;39,7610621452
203;0,729592525661;0,716300239005;0,782258064516;39,9061899185
204;0,731700390428;0,72600746299;0,782258064516;40,5929458141
205;0,727469280362;0,741565006875;0,768649193548;39,9316048622
206;0,733555406332;0,734472554057;0,777217741935;39,790197134
207;0,722296865284;0,711818921951;0,78377016129;39,6363098621
208;0,721067163795;0,732516591828;0,773185483871;39,625595808
209;0,711789291948;0,730524458231;0,775201612903;42,3488168716
210;0,697690310627;0,694062990046;0,784274193548;44,8924190998
211;0,703698529154;0,687302384646;0,77872983871;43,5804898739
212;0,713058300316;0,70509494745;0,77872983871;43,1756019592
213;0,681703775823;0,738725420448;0,772681451613;46,2380599976
214;0,712161078006;0,697933109057;0,788306451613;44,1411340237
215;0,699755290002;0,69151905852;0,796370967742;44,0174491405
216;0,723777357489;0,715001193746;0,789314516129;42,8968701363
217;0,709280982763;0,713243272516;0,780241935484;42,9277479649
218;0,707373594493;0,739301687287;0,788306451613;41,2523479462
219;0,710003242791;0,681230036722;0,79939516129;41,4929420948
220;0,694906230122;0,720477171963;0,788810483871;40,8509569168
221;0,687173919827;0,701160500127;0,796875;40,9074440002
222;0,69464092195;0,715370509413;0,790826612903;40,7194280624
223;0,688521439284;0,715489582669;0,788810483871;41,021638155
224;0,704079544991;0,708109356223;0,785282258065;40,88595891
225;0,698659316301;0,721474141363;0,786290322581;41,0566120148
226;0,70001075834;0,706632190174;0,789818548387;40,4339678288
227;0,681731415689;0,700441523906;0,784778225806;40,7959189415
228;0,678342006505;0,713157012578;0,793850806452;40,5498077869
229;0,695540724099;0,705001586387;0,787298387097;40,5282049179
230;0,709363150746;0,716708517363;0,786290322581;40,5703361034
231;0,708043888211;0,72495380044;0,792842741935;40,7240300179
232;0,694074971527;0,685674635153;0,796370967742;40,470993042
233;0,665979957134;0,724910601012;0,78377016129;40,7570199966
234;0,669647883773;0,695090110264;0,785786290323;40,3362209797
235;0,670890174806;0,72962334704;0,78377016129;40,6490068436
236;0,663443129659;0,712011660299;0,792338709677;40,5501799583
237;0,662417022437;0,722727846234;0,784778225806;40,3127219677
238;0,670047775656;0,702372655272;0,793850806452;40,3614509106
239;0,663274973109;0,725907083481;0,790826612903;40,3120369911
240;0,67666561693;0,74220782254;0,77872983871;40,5209310055
241;0,64953831695;0,691234625876;0,800403225806;40,3021500111
242;0,681862469614;0,706341906901;0,792842741935;40,6266891956
243;0,666112507731;0,685308732333;0,798891129032;40,5240790844
244;0,670651977509;0,718626535227;0,781754032258;40,3209691048
245;0,652638203353;0,725024304803;0,787298387097;39,9348218441
246;0,645502603948;0,713269644687;0,786290322581;40,6576769352
247;0,683565653414;0,685124624641;0,790322580645;40,5006380081
248;0,665304671824;0,732525230415;0,79435483871;40,2059090137
249;0,643385118544;0,723308398839;0,786290322581;40,4146671295
250;0,644887993783;0,703078577595;0,79435483871;40,7060849667
251;0,69738008976;0,733119919415;0,78377016129;30,316778183
252;0,699327091128;0,691466467034;0,791834677419;31,1245429516
253;0,692323151082;0,70590219142;0,789818548387;31,977809906
254;0,702440858632;0,712342854469;0,78125;32,0094199181
255;0,693913773745;0,718933654408;0,789314516129;31,0754590034
256;0,700663273036;0,726050139435;0,784274193548;31,080447197
257;0,701469143927;0,727530364548;0,78377016129;31,0885190964
258;0,688416154534;0,719789951078;0,786794354839;31,9432930946
259;0,684800102413;0,71965757493;0,784274193548;31,9739511013
260;0,737537653893;0,711669952639;0,790826612903;32,2574810982
261;0,675023174137;0,709848832219;0,791834677419;33,5314190388
262;0,664477413595;0,730387940522;0,780745967742;33,9692690372
263;0,663336934149;0,756207221939;0,777721774194;34,7053699493
264;0,687881732211;0,712477835436;0,793850806452;35,2370889187
265;0,693263842762;0,728996211002;0,78125;35,1915168762
266;0,685047338307;0,725535929684;0,775201612903;35,4765031338
267;0,689350781143;0,705915374141;0,790322580645;35,5010128021
268;0,656198927462;0,734926497263;0,785786290323;35,4573969841
269;0,6563043423;0,721381496518;0,782258064516;35,8357241154
270;0,689750194401;0,70620758495;0,795866935484;36,7200460434
271;0,676773005575;0,774839579578;0,767641129032;37,3635270596
272;0,683738386184;0,689510193563;0,789818548387;38,6814310551
273;0,677371391952;0,685696362488;0,79939516129;37,3032410145
274;0,669228850007;0,693012233703;0,790322580645;38,5867199898
275;0,671055531651;0,69414143024;0,790826612903;39,2670068741
276;0,656220935732;0,696374784074;0,795866935484;37,9765920639
277;0,65374367401;0,724581042124;0,785282258065;38,8824310303
278;0,656684476435;0,695261928103;0,793346774194;37,8137049675
279;0,657561422288;0,705674794412;0,784274193548;39,7547931671
280;0,664487420171;0,697030912003;0,795866935484;38,6793880463
281;0,670798062533;0,703778367369;0,785786290323;38,8865671158
282;0,639959862679;0,69777255265;0,794858870968;38,4201869965
283;0,652690825313;0,697096039691;0,785786290323;39,4847860336
284;0,669262237549;0,719152336159;0,785282258065;39,0894780159
285;0,669326086864;0,673939168934;0,793850806452;38,5347719193
286;0,62558132723;0,684661046872;0,789314516129;39,5388228893
287;0,65813885048;0,744059562202;0,776209677419;39,5260510445
288;0,647997490019;0,712425246835;0,790322580645;39,4282200336
289;0,640350530595;0,701932590815;0,792842741935;40,3195860386
290;0,641016467065;0,716561163385;0,789818548387;38,9153740406
291;0,635741984546;0,687397540096;0,800907258065;39,5319030285
292;0,643113759309;0,684440698354;0,795362903226;39,2722539902
293;0,659190167785;0,685206074388;0,797883064516;39,0176250935
294;0,635144647509;0,700464157328;0,788810483871;39,2261970043
295;0,651972618997;0,705333861372;0,797883064516;39,6334819794
296;0,625134656131;0,669493352694;0,805443548387;39,1892120838
297;0,615959098935;0,702672432267;0,791834677419;40,6144781113
298;0,631700798273;0,677135750171;0,793850806452;39,2711708546
299;0,622820388377;0,676718268183;0,798387096774;39,9916779995
300;0,60245689854;0,688586345123;0,79939516129;38,4487969875
301;0,635934406444;0,716090868558;0,789314516129;39,7552058697
302;0,622834095657;0,681828007102;0,797883064516;40,2471878529
303;0,629781179056;0,703314044543;0,79435483871;38,5709161758
304;0,63553704977;0,679810623969;0,797883064516;40,1011710167
305;0,620582509711;0,717600018747;0,786290322581;39,5496439934
306;0,613725109696;0,740640694576;0,780745967742;39,1170649529
307;0,608711649999;0,705168141473;0,795866935484;40,8966021538
308;0,62726237148;0,671125872962;0,802923387097;43,9078280926
309;0,623840807378;0,700507574024;0,788306451613;41,401968956
310;0,627021702528;0,696721933542;0,79939516129;41,8408670425
311;0,607995770723;0,679752322455;0,801915322581;42,6367559433
312;0,613552051336;0,703461996009;0,798891129032;41,8892951012
313;0,607318443507;0,71689418487;0,797883064516;42,0620698929
314;0,62264481172;0,691524142219;0,803931451613;41,3738050461
315;0,592798692137;0,708854022045;0,796875;41,9375870228
316;0,604648855925;0,712030488637;0,796875;41,7283329964
317;0,597976322174;0,67613928044;0,808467741935;40,7030580044
318;0,588780936152;0,705918043852;0,790826612903;39,4122569561
319;0,619034531862;0,660445305128;0,805443548387;39,8203260899
320;0,602826422751;0,676311538585;0,800403225806;40,1909780502
321;0,605437128916;0,716597837065;0,792842741935;39,6786460876
322;0,612214584947;0,693675718;0,79435483871;39,1734619141
323;0,601509355754;0,694636344429;0,798387096774;39,7863278389
324;0,609193919599;0,700923689911;0,795362903226;39,2352190018
325;0,592216470093;0,700156369397;0,799899193548;40,0852310658
326;0,611772875786;0,685503118461;0,799899193548;39,236495018
327;0,602122412175;0,686057328697;0,796875;39,1494100094
328;0,600549319088;0,688929655379;0,792338709677;38,8115141392
329;0,609609396756;0,68803787616;0,802923387097;39,7195360661
330;0,592967075109;0,690231168943;0,792338709677;38,074144125
331;0,605458968431;0,691063808578;0,797883064516;40,2704980373
332;0,594214316234;0,678949894444;0,796875;37,9607589245
333;0,606796142757;0,688788205866;0,795866935484;39,6944351196
334;0,59530735828;0,689394181775;0,792338709677;38,8493580818
335;0,603301974237;0,696866996346;0,79435483871;39,7432129383
336;0,592396311313;0,684380606298;0,796370967742;37,8108961582
337;0,577898743078;0,6872899167;0,800403225806;38,97742486
338;0,581267919689;0,669322569284;0,800907258065;39,4862639904
339;0,595376963168;0,694424682808;0,794858870968;38,3379890919
340;0,595365832895;0,700698892916;0,798387096774;39,5577938557
341;0,58858849436;0,716370364591;0,788810483871;38,3566207886
342;0,567536604106;0,710967473926;0,803427419355;38,1200108528
343;0,575172218382;0,726013957493;0,797379032258;38,5662469864
344;0,582550114915;0,691076954046;0,799899193548;38,3754708767
345;0,590629004538;0,716182642887;0,79435483871;38,7993180752
346;0,570229028165;0,697000721289;0,808971774194;39,0413169861
347;0,579938299209;0,695729696943;0,795866935484;38,565871954
348;0,602251044363;0,673923138409;0,804939516129;38,6767060757
349;0,586061118692;0,688421286643;0,803931451613;38,7035398483
350;0,590435716659;0,687731127104;0,799899193548;38,7444400787
351;0,569986935109;0,702194213387;0,801411290323;37,9885208607
352;0,580169737935;0,677996747917;0,801915322581;38,4476208687
353;0,553554170877;0,687267146764;0,802923387097;38,0428309441
354;0,567191105559;0,725352708851;0,793850806452;38,1931169033
355;0,579948147237;0,736317761483;0,791834677419;38,1217811108
356;0,586107196659;0,661918390662;0,810483870968;38,8601350784
357;0,563256372884;0,705275056343;0,803427419355;39,139662981
358;0,591866330355;0,701810963692;0,792842741935;37,9052159786
359;0,582367898375;0,673495707012;0,806451612903;38,2250790596
360;0,553947038576;0,676686125657;0,807963709677;37,6634120941
361;0,573863249794;0,709291693664;0,79435483871;38,9579019547
362;0,568980081528;0,687655822404;0,802923387097;37,3212320805
363;0,564290161356;0,67137443803;0,802923387097;38,1316430569
364;0,582272303402;0,652615838234;0,813508064516;37,664757967
365;0,547653380409;0,681592695655;0,805443548387;38,1512098312
366;0,54857289359;0,713520612447;0,801915322581;37,8908090591
367;0,548438429162;0,694105541033;0,796875;39,0962901115
368;0,561093847379;0,712028861046;0,802923387097;38,3471541405
369;0,572508906797;0,728596962027;0,787298387097;38,6039860249
370;0,562799129188;0,677908084085;0,805947580645;38,1122300625
371;0,544465641603;0,68988657911;0,802419354839;38,7461869717
372;0,552127763182;0,696319974959;0,801915322581;37,6530258656
373;0,530450044274;0,666319535865;0,809475806452;38,5742750168
374;0,544573402703;0,699083708467;0,796875;38,4345040321
375;0,548148052692;0,716898324268;0,797379032258;38,3312659264
