training_loss;validation_loss;validation_accuracy;epoch_time
3.091616;2.973688;0.071053;28.645593
3.062231;2.904353;0.076842;28.388763
2.953353;2.684097;0.210526;28.513509
2.811594;2.604177;0.234737;28.511893
2.681038;2.365049;0.288947;28.298583
2.521474;2.131467;0.357895;28.526763
2.331938;2.001909;0.406316;28.341036
2.209609;1.920289;0.412632;28.571970
2.088545;1.855741;0.433684;28.303540
1.998406;1.750816;0.458947;28.579333
1.918761;1.648386;0.504211;28.705883
1.848455;1.590567;0.538421;28.324316
1.773464;1.583352;0.528421;28.516956
1.748751;1.505672;0.559474;28.353772
1.690612;1.416157;0.577368;28.323579
1.640989;1.381339;0.593158;28.397107
1.612851;1.368049;0.588947;28.503965
1.570913;1.312582;0.602105;28.397291
1.534311;1.309083;0.604211;28.545057
1.504306;1.295700;0.615263;28.315439
1.452951;1.244530;0.630000;28.468454
1.413397;1.229832;0.635789;28.611375
1.395683;1.176620;0.646842;28.461395
1.374136;1.278459;0.613158;28.350446
1.350638;1.112546;0.661579;28.363061
1.298633;1.148998;0.643684;28.294412
1.288297;1.204371;0.630526;28.328557
1.263672;1.128178;0.660526;28.358213
1.281442;1.071735;0.666316;28.318360
1.240088;1.015403;0.690526;28.294817
1.222217;1.004312;0.696316;28.349383
1.198814;1.028554;0.687895;28.333431
1.175750;0.969186;0.709474;28.448817
1.155312;0.952561;0.711053;28.362630
1.133034;0.957698;0.708947;28.327418
1.136547;0.946185;0.710000;28.290868
1.104515;0.977304;0.701579;28.384884
1.085119;1.003246;0.690000;28.596609
1.083787;0.924990;0.712105;28.407382
1.069593;0.919010;0.724737;28.468902
1.049908;0.896919;0.722105;28.364947
1.033817;0.889180;0.721053;28.365721
1.018241;0.869398;0.737895;28.337890
1.013452;0.858892;0.737368;28.301796
1.003687;0.825282;0.751053;28.347546
0.992615;0.847525;0.741579;28.332843
0.974571;0.845158;0.751053;28.298763
0.958519;0.868548;0.734211;28.324925
0.964234;0.893182;0.728947;28.367710
0.926549;0.825722;0.741579;28.337378
0.936833;0.917926;0.707895;28.312429
0.936195;0.883094;0.731053;28.323291
0.907824;0.863577;0.730000;28.395147
0.916215;0.799432;0.760000;28.374043
0.911564;0.778056;0.760526;28.262894
0.884782;0.785011;0.763684;28.319675
0.877911;0.803324;0.751579;28.355162
0.888271;0.826407;0.751053;28.329769
0.844717;0.806671;0.751053;28.340288
0.847259;0.793118;0.767368;28.333202
0.833598;0.761656;0.769474;28.408216
0.840202;0.767332;0.771053;28.315094
0.829946;0.837737;0.747368;28.357648
0.821706;0.779111;0.769474;28.368989
0.808014;0.783944;0.763158;28.305683
0.825026;0.786521;0.765263;28.585337
0.806461;0.787748;0.761053;28.424226
0.811497;0.773990;0.764211;28.333363
0.797151;0.797291;0.756316;28.375884
0.792870;0.845092;0.741053;28.380320
0.775897;0.745389;0.774737;28.343540
0.761361;0.741634;0.783684;28.320815
0.757398;0.769245;0.772632;28.384534
0.764363;0.745286;0.781579;28.276522
0.760153;0.757262;0.779474;28.306260
0.739323;0.757191;0.770000;28.336210
0.731758;0.715860;0.781053;28.547588
0.730680;0.733897;0.774211;28.316179
0.732098;0.730389;0.771053;28.332766
0.719441;0.731424;0.777895;28.363884
0.728671;0.731191;0.779474;28.553216
0.694307;0.711775;0.787895;28.318795
0.700922;0.702133;0.795789;28.369942
0.702645;0.773626;0.775789;28.320222
0.673129;0.707556;0.790526;28.374846
0.689695;0.695482;0.793158;28.349802
0.674815;0.684187;0.797895;28.326056
0.679523;0.729755;0.786842;28.308656
0.680738;0.701631;0.793684;28.288522
0.667435;0.711401;0.798421;28.346957
0.660312;0.700238;0.799474;28.285649
0.651649;0.731612;0.783158;28.316294
0.644903;0.693813;0.800526;28.309526
0.662638;0.720088;0.786316;28.329331
0.640316;0.729791;0.782632;28.309949
0.628375;0.752327;0.788947;28.272993
0.626863;0.695930;0.802105;28.328398
0.632208;0.708674;0.798947;28.330730
0.613700;0.692643;0.798947;28.325862
0.621621;0.719266;0.795263;28.296517
