training_loss;validation_loss;validation_accuracy;epoch_time
3.095811;2.976079;0.075263;28.587572
3.078520;2.957190;0.070526;28.536033
3.053137;2.922451;0.148947;28.452579
2.963668;2.718544;0.170526;28.386119
2.829157;2.574996;0.238421;28.339233
2.691574;2.438342;0.271579;28.448220
2.542747;2.174709;0.316316;28.301303
2.330339;2.111334;0.361053;28.410081
2.190926;1.846729;0.437368;28.248956
2.065351;1.761919;0.492105;28.555674
1.977780;1.665300;0.491579;28.608230
1.863192;1.593396;0.512105;28.527842
1.788915;1.584069;0.513158;28.288103
1.735514;1.461663;0.544737;28.283657
1.680678;1.450024;0.554737;28.431574
1.649412;1.406583;0.554737;28.284803
1.589045;1.372237;0.567368;28.277368
1.551597;1.296836;0.591053;28.326768
1.518598;1.275521;0.603684;28.511339
1.489651;1.281752;0.592105;28.308748
1.468422;1.252012;0.603684;28.574108
1.414947;1.209754;0.613158;28.251677
1.399818;1.203362;0.625789;28.292635
1.372560;1.147503;0.638947;28.239922
1.324213;1.167080;0.624737;28.274062
1.338702;1.091868;0.660526;28.237281
1.293201;1.101790;0.646842;28.311329
1.291276;1.155030;0.641579;28.221476
1.252528;1.042572;0.668421;28.455262
1.236581;1.181740;0.637895;28.246006
1.224950;1.264732;0.581053;28.474380
1.197312;1.052667;0.661579;28.253184
1.178076;1.117799;0.641053;28.267023
1.170783;0.965207;0.695789;28.426653
1.155368;1.027681;0.680526;28.298558
1.148218;0.980693;0.692632;28.308753
1.115186;0.975893;0.700526;28.478969
1.114970;0.966825;0.702632;28.236291
1.094814;0.931713;0.711053;28.256089
1.094491;1.000093;0.684211;28.309734
1.072845;0.960683;0.703158;28.266452
1.066120;0.898675;0.704211;28.288966
1.067704;0.905014;0.715263;28.344118
1.072950;0.974679;0.691053;28.258067
1.036451;0.880455;0.731053;28.259946
1.029432;0.881399;0.718947;28.300638
1.016024;0.880374;0.725789;28.223623
1.001486;0.894207;0.727895;28.241632
0.979591;0.885604;0.717895;28.250432
0.978034;0.866644;0.717368;28.275691
0.977628;0.882932;0.714737;28.470244
0.961593;0.858851;0.734211;28.240914
0.944583;0.889347;0.722632;28.273240
0.943863;0.867535;0.731579;28.311539
0.946483;0.866799;0.740526;28.265903
0.913813;0.848361;0.738421;28.307340
0.919563;0.876002;0.720526;28.278014
0.903447;0.824804;0.737368;28.201297
0.897096;0.815878;0.751053;28.212636
0.873072;0.861475;0.745789;28.277335
0.901541;0.812979;0.752632;28.285310
0.887818;0.861155;0.735789;28.245372
0.871559;0.831165;0.748421;28.297456
0.858641;0.817862;0.750526;28.221078
0.857549;0.847327;0.743158;28.260873
0.836214;0.804001;0.746316;28.261198
0.821210;0.805144;0.747895;28.311225
0.825153;0.768588;0.763158;28.220786
0.804390;0.813064;0.753684;28.275098
0.821296;0.767279;0.769474;28.238393
0.798635;0.793884;0.760526;28.282385
0.806619;0.793558;0.763158;28.237290
0.786626;0.791728;0.763684;28.210483
0.793615;0.831191;0.753158;28.269030
0.776085;0.779851;0.764211;28.228240
0.779926;0.799553;0.765263;28.319453
0.771557;0.798452;0.757368;28.309563
0.773845;0.784728;0.763684;28.278429
0.764205;0.773383;0.769474;28.215267
0.752436;0.778841;0.766842;28.325613
0.741232;0.792761;0.780000;28.216982
0.740201;0.841778;0.747895;28.227934
0.733926;0.787612;0.774737;28.245106
0.738819;0.761690;0.777368;28.268222
0.734955;0.766161;0.777895;28.253140
0.711019;0.800596;0.770526;28.205052
0.701904;0.777908;0.766316;28.490845
0.710469;0.818945;0.763684;28.401513
0.698851;0.763691;0.771053;28.380764
0.708217;0.824493;0.752632;28.267899
0.698639;0.796422;0.775789;28.271707
0.692624;0.777601;0.756316;28.223175
0.695165;0.752597;0.777368;28.204367
0.694003;0.744416;0.777368;28.312829
0.657308;0.765655;0.771053;28.218114
0.674530;0.741060;0.778421;28.215010
0.668295;0.775340;0.760526;28.202621
0.672428;0.734167;0.785789;28.221784
0.653098;0.749014;0.781053;28.218316
0.656093;0.717593;0.784737;28.235961
