training_loss;validation_loss;validation_accuracy;epoch_time
3.091454;2.973339;0.053723;28.517636
3.072517;2.953258;0.062766;28.719556
3.050016;2.894594;0.108511;28.397792
2.955530;2.674220;0.195213;28.562317
2.810851;2.519995;0.259043;28.333916
2.643958;2.276041;0.312234;28.566302
2.463126;2.149751;0.338830;28.490630
2.306019;1.924905;0.427660;28.344030
2.164298;1.900632;0.425532;28.657194
2.058297;1.938083;0.432979;28.568210
1.976833;1.805772;0.437234;28.355308
1.901207;1.619963;0.503191;28.490155
1.857357;1.543450;0.530319;28.316900
1.783319;1.489927;0.529255;29.689546
1.755170;1.524239;0.520745;28.487002
1.683432;1.466611;0.548936;28.322811
1.645441;1.427543;0.545213;28.337334
1.593690;1.442773;0.556915;28.368798
1.583316;1.330342;0.586170;28.327885
1.534512;1.315958;0.579255;28.525178
1.498195;1.257047;0.603191;28.812411
1.497930;1.253244;0.615426;28.956190
1.445544;1.250165;0.610638;28.373515
1.453393;1.208057;0.630851;28.410937
1.399978;1.247019;0.610106;29.541468
1.378932;1.176241;0.638830;28.381398
1.322931;1.147259;0.645213;28.394346
1.322398;1.143931;0.645213;28.324969
1.303695;1.156236;0.634574;28.382226
1.301828;1.102388;0.655319;28.428142
1.260427;1.076228;0.656915;28.527433
1.264197;1.068095;0.665957;28.343822
1.228441;1.067125;0.663830;28.334793
1.212927;1.082560;0.663298;28.294739
1.200182;1.031696;0.681915;28.369102
1.194335;1.013246;0.688830;28.645224
1.162161;1.010320;0.674468;28.421990
1.142927;1.040714;0.672872;28.344071
1.143408;0.991528;0.685638;28.378767
1.122599;1.029506;0.681383;28.455969
1.102105;0.992266;0.686170;30.280180
1.094211;0.984723;0.694681;28.305556
1.094332;0.961875;0.700000;28.408409
1.058720;0.960326;0.695745;28.328776
1.020012;1.088873;0.665957;28.408459
1.038600;0.971266;0.692021;28.307398
1.055841;1.012122;0.696277;28.331077
1.013086;0.937658;0.719681;28.410950
1.012692;0.939175;0.705851;28.512472
0.984716;0.936962;0.719149;28.339930
0.983836;0.913741;0.723404;28.309358
0.968336;0.913085;0.716489;28.808474
0.984102;0.944896;0.705319;28.569512
0.961540;0.971839;0.700000;28.324449
0.945066;0.934048;0.710638;28.336909
0.936227;0.904776;0.723936;28.469226
0.923459;0.871117;0.727128;28.507762
0.921340;0.877892;0.728723;28.520357
0.914620;0.871985;0.738830;28.524083
0.916250;0.906403;0.720745;29.511757
0.880349;0.880053;0.723936;28.410096
0.896673;0.868503;0.737234;28.312610
0.877050;0.874380;0.730319;28.295165
0.880611;0.860418;0.743085;28.359757
0.845602;0.861295;0.728723;28.402513
0.848067;0.891222;0.728723;28.356258
0.834830;0.837555;0.744149;28.344752
0.821454;0.832681;0.745745;29.137538
0.825987;0.862918;0.737766;29.610550
0.826964;0.835547;0.746277;28.275380
0.818642;0.836627;0.748936;28.280851
0.804371;0.854896;0.745745;28.290360
0.803986;0.830347;0.752128;28.336355
0.792853;0.827450;0.742553;28.277826
0.776904;0.824782;0.752128;28.300581
0.782508;0.827896;0.752128;28.240733
0.763942;0.822778;0.751596;28.333740
0.776712;0.821078;0.764362;28.266178
0.762411;0.799030;0.754787;28.486544
0.764685;0.855866;0.751064;28.504818
0.755518;0.868671;0.751064;28.599145
0.745271;0.846534;0.752128;28.240733
0.730721;0.805275;0.763298;28.278680
0.735734;0.820485;0.759043;28.288434
0.720036;0.824742;0.757447;28.299804
0.709766;0.806092;0.760638;28.318001
0.730008;0.820528;0.759043;28.297678
0.718436;0.855039;0.748936;28.296652
0.704462;0.866067;0.750000;28.271070
0.699188;0.820554;0.755851;28.240381
0.724925;0.790345;0.761702;28.311183
0.683364;0.819932;0.759043;28.232377
0.680153;0.810896;0.756915;28.233703
0.679896;0.816695;0.760106;28.246750
0.656639;0.829143;0.753723;28.313118
0.672997;0.872803;0.747340;28.220398
0.650424;0.799498;0.764362;28.308341
0.679887;0.819289;0.755319;28.301537
0.648626;0.785018;0.772340;28.251224
0.654157;0.807028;0.768085;28.213150
