training_loss;validation_loss;validation_accuracy;epoch_time
3,095848;2,976414;0,061579;37,430275
3,077292;2,960082;0,058421;37,585017
3,066287;2,953405;0,067368;37,254912
3,056341;2,937136;0,071053;37,707455
3,032853;2,886409;0,112632;37,299147
2,975597;2,838866;0,135263;36,580870
2,920073;2,761591;0,156842;37,699378
2,836697;2,584849;0,211053;37,724583
2,713418;2,440715;0,267895;37,839945
2,596235;2,348197;0,287368;37,947315
2,468368;2,127585;0,351053;37,580198
2,327400;1,996425;0,371579;37,111535
2,184546;1,873134;0,413158;37,880927
2,067684;1,773453;0,477895;37,797007
1,971224;1,738475;0,470000;38,343002
1,889672;1,633706;0,513684;37,322462
1,805415;1,547179;0,536316;38,627087
1,746943;1,501833;0,530526;37,722033
1,663548;1,442086;0,556842;38,955340
1,612704;1,369172;0,584737;37,938310
1,577542;1,323991;0,584737;38,116644
1,518404;1,281892;0,597368;38,732404
1,486239;1,283083;0,607895;38,344060
1,451603;1,256098;0,606842;38,797225
1,427110;1,186988;0,636316;38,539381
1,389369;1,181690;0,647368;38,633768
1,350301;1,173104;0,634211;38,927155
1,344340;1,099019;0,649474;38,845351
1,306852;1,222702;0,612632;38,761036
1,273535;1,084512;0,657368;38,539028
1,252373;1,066486;0,670000;38,371168
1,252961;1,042668;0,684737;38,399359
1,217704;1,104685;0,652105;38,553633
1,196318;1,037502;0,679474;38,497018
1,186090;1,048970;0,667895;42,078099
1,171429;1,052954;0,674737;38,843369
1,156082;0,987176;0,694211;37,909703
1,125873;0,984845;0,687895;36,883889
1,131858;0,971168;0,699474;34,986640
1,095707;0,954707;0,705263;35,099677
1,097218;0,970210;0,702105;34,964068
1,081886;0,955067;0,706316;36,219995
1,073493;0,936135;0,711053;34,983162
1,049513;0,937699;0,700526;35,507934
1,070925;0,971581;0,702105;35,445844
1,045040;0,952294;0,705789;34,971988
1,017289;0,884368;0,731053;35,294315
0,994823;0,941524;0,721053;35,032896
1,010049;0,945113;0,702105;36,751411
0,997485;0,906184;0,731579;34,999039
0,975234;0,948190;0,703684;35,397409
0,953963;1,005881;0,692105;36,387736
0,989807;0,871976;0,742632;37,515870
0,954259;0,852218;0,749474;38,193129
0,940465;0,892200;0,734211;35,137128
0,937006;0,878098;0,732105;37,179509
0,932635;0,957584;0,705263;36,653460
0,902595;0,868016;0,735263;35,566787
0,904478;0,856841;0,733684;35,026354
0,909187;0,873502;0,735789;36,353080
0,886525;0,836105;0,744211;34,883853
0,873991;0,847035;0,731579;34,950707
0,880267;0,809642;0,755263;34,932483
0,856130;0,810306;0,752632;34,936639
0,857641;0,877186;0,738947;34,920381
0,847433;0,920597;0,724737;35,058959
0,841789;0,855595;0,740000;36,478509
0,847170;0,813554;0,755263;34,981286
0,808579;0,802802;0,766316;35,242282
0,802300;0,811589;0,753158;35,466349
0,821352;0,789423;0,760526;34,982444
0,795536;0,792780;0,764211;35,109120
0,791338;0,859785;0,750000;35,125148
0,796278;0,789348;0,759474;34,900503
0,794707;0,837180;0,741579;35,552080
0,791826;0,770812;0,768947;34,956824
0,757722;0,793480;0,762105;34,883787
0,768834;0,782511;0,764211;34,874378
0,751323;0,778177;0,776316;34,909518
0,753741;0,833991;0,752632;35,019958
0,739506;0,766753;0,772105;36,245111
0,738778;0,765486;0,768421;34,885134
0,735873;0,769877;0,761579;35,135407
0,734676;0,808013;0,763158;35,246449
0,737638;0,773248;0,770526;35,013204
0,741459;0,771879;0,767895;34,978384
0,709246;0,794439;0,751053;35,148882
0,731102;0,762288;0,774211;34,971538
0,694699;0,766136;0,772105;34,901356
0,689425;0,769444;0,764737;35,087600
0,696717;0,764467;0,768947;36,446350
0,699245;0,771590;0,762632;35,021308
0,674911;0,742682;0,770526;34,969999
0,675082;0,778973;0,766316;35,054467
0,669990;0,780432;0,774211;35,072644
0,666636;0,801012;0,764737;35,109901
0,655090;0,773936;0,764211;35,047185
0,694949;0,819337;0,761579;34,962840
0,656538;0,844199;0,750526;34,932654
0,676930;0,856450;0,749474;35,018418
