training_loss;validation_loss;validation_accuracy;epoch_time
3.088647;2.965051;0.073158;32.003424
3.066236;2.935588;0.151579;32.687190
3.028114;2.833873;0.117895;31.873501
2.790493;2.392821;0.269474;32.220812
2.450995;2.134299;0.363158;32.194281
2.216315;1.850922;0.416842;32.270456
2.048009;1.737457;0.468421;31.919660
1.913081;1.677605;0.475263;33.045360
1.815089;1.597216;0.502105;33.271019
1.751869;1.491128;0.554211;33.911319
1.695750;1.500753;0.532105;33.444462
1.651352;1.466222;0.546842;33.332428
1.586274;1.450092;0.542632;33.260241
1.547126;1.465644;0.543684;33.635971
1.509576;1.353136;0.577895;33.075642
1.477817;1.301541;0.607895;32.754865
1.454228;1.249128;0.608421;32.610341
1.417699;1.236169;0.615263;33.135421
1.405860;1.242848;0.619474;33.107591
1.370698;1.163020;0.644737;32.774881
1.346030;1.179472;0.645263;33.724336
1.338903;1.170267;0.632105;32.260721
1.294959;1.110056;0.645263;32.897655
1.273389;1.114064;0.650526;32.735161
1.256052;1.126823;0.640526;32.667552
1.246123;1.077428;0.658421;32.976101
1.234888;1.043574;0.681053;32.294220
1.211927;1.054352;0.673158;32.854782
1.191592;1.022881;0.692105;32.143702
1.156909;0.988670;0.701579;32.631356
1.149531;0.964388;0.701579;32.934070
1.114131;1.011021;0.681579;34.752268
1.118946;0.996058;0.691053;32.017319
1.128661;0.970128;0.697368;32.393621
1.095063;0.975190;0.695789;31.982992
1.060514;0.978036;0.699474;32.002035
1.067849;0.914507;0.718421;32.089706
1.057337;0.910805;0.715789;31.663456
1.034144;0.902984;0.727895;31.584199
1.038232;0.923338;0.708947;31.783120
1.020410;0.898925;0.728421;32.211200
0.999742;0.877552;0.735789;31.586148
1.000580;0.903382;0.717368;32.054306
0.984641;0.879823;0.741053;35.230959
0.971513;0.874937;0.727368;33.447229
0.968556;0.850213;0.737895;30.711910
0.960245;0.872980;0.733158;30.957315
0.959732;0.856989;0.733684;31.414491
0.931427;0.828718;0.741579;31.892466
0.911163;0.871486;0.723158;32.240287
0.892393;0.849825;0.742632;31.976194
0.902268;0.846904;0.738947;33.034037
0.899107;0.860190;0.735789;30.617388
0.869468;0.815402;0.762105;31.235424
0.861848;0.830171;0.744211;30.722395
0.881326;0.820361;0.754737;32.075352
0.867018;0.797201;0.752105;32.676363
0.840012;0.788071;0.763158;33.081377
0.833596;0.783483;0.766316;33.139978
0.825095;0.848519;0.745789;31.660626
0.817237;0.802481;0.755263;31.460238
0.812890;0.804480;0.757368;30.929977
0.826392;0.798633;0.764737;31.142979
0.782593;0.795272;0.764211;30.705937
0.781832;0.763498;0.776316;31.047025
0.785040;0.774505;0.774211;31.589467
0.800012;0.825190;0.749474;32.653022
0.750997;0.766584;0.770000;33.670876
0.767099;0.784933;0.773158;32.964068
0.764605;0.757722;0.776316;32.979368
0.758976;0.796366;0.770526;33.401971
0.755761;0.758826;0.773684;31.783620
0.739882;0.761359;0.771053;32.923460
0.751255;0.912450;0.740000;33.348627
0.735511;0.771003;0.774737;33.212507
0.703243;0.764980;0.773684;32.868747
0.732297;0.745003;0.774211;31.759580
0.706153;0.743400;0.776842;34.078445
0.714740;0.800035;0.761579;33.885054
0.705766;0.758524;0.776316;33.861427
0.705515;0.774262;0.773684;32.211717
0.697231;0.737869;0.788421;31.837485
0.692766;0.756239;0.776842;32.895890
0.686106;0.737959;0.783158;32.825436
0.673361;0.740980;0.788947;32.119931
0.670047;0.748673;0.784737;33.050435
0.655731;0.781725;0.777895;30.729498
0.673670;0.772403;0.778947;30.898323
0.644489;0.759644;0.783158;30.990356
0.663536;0.719116;0.791579;32.170690
0.672196;0.725400;0.801053;32.901842
0.633376;0.727801;0.790000;32.967452
0.653866;0.736157;0.778421;30.961109
0.640413;0.721095;0.800000;30.696723
0.640235;0.704762;0.795263;31.691856
0.614838;0.711331;0.788947;31.884927
0.621832;0.715545;0.803158;34.696873
0.642785;0.727349;0.788421;36.273687
0.603460;0.753024;0.776842;36.358269
0.600364;0.754129;0.794211;37.411935
