training_loss;validation_loss;validation_accuracy;epoch_time
3,097628;2,978817;0,060000;28,297684
3,082614;2,966308;0,063158;29,237092
3,072732;2,956935;0,072105;29,857587
3,061747;2,943305;0,115263;30,345699
3,040014;2,906024;0,120526;30,140709
2,997463;2,846488;0,127895;30,430042
2,955230;2,793227;0,175789;30,367619
2,902695;2,807200;0,153158;30,910343
2,862158;2,677289;0,205263;30,865727
2,803490;2,599067;0,227368;30,833596
2,724521;2,512258;0,230000;30,761880
2,616853;2,344582;0,267368;31,166467
2,471791;2,215795;0,322105;31,249924
2,361584;2,077390;0,367895;31,709812
2,233740;1,961530;0,400000;31,773661
2,124691;1,954888;0,384211;31,932274
2,058012;1,751076;0,448421;31,764821
1,987274;1,736956;0,462632;31,875130
1,928275;1,672195;0,491053;32,146157
1,868802;1,654343;0,484211;32,130457
1,840212;1,656717;0,487368;32,409964
1,787469;1,542031;0,528421;32,445324
1,719114;1,486447;0,549474;32,238955
1,682717;1,458011;0,543684;32,495639
1,654390;1,444106;0,550526;32,713744
1,616806;1,420841;0,564211;34,222001
1,598427;1,447666;0,546316;36,157596
1,544925;1,371416;0,575263;34,768078
1,524564;1,410505;0,573158;34,320467
1,484996;1,358459;0,578947;33,337517
1,455214;1,267472;0,616316;34,078976
1,444726;1,246225;0,618421;32,443201
1,399055;1,214126;0,636842;32,452000
1,396610;1,195426;0,637895;32,346975
1,356699;1,159710;0,647368;32,175602
1,341600;1,137096;0,653684;32,131536
1,322964;1,171892;0,642105;32,189983
1,297957;1,132424;0,641053;32,026068
1,289640;1,112670;0,666316;32,139764
1,254795;1,096393;0,662632;32,648991
1,248827;1,097919;0,675263;31,979969
1,232132;1,138873;0,656316;32,291564
1,213923;1,069777;0,677895;32,105373
1,200248;1,133520;0,650000;32,041529
1,194409;1,096005;0,663158;32,141856
1,168951;1,021689;0,684211;31,998234
1,147089;0,999399;0,691579;31,915880
1,130996;1,001006;0,696842;32,384632
1,119138;0,999895;0,698421;33,840955
1,121829;0,988813;0,702632;35,927226
1,103079;0,990838;0,703684;36,277937
1,093208;1,009849;0,684211;33,709362
1,074594;0,995887;0,700000;34,172219
1,079599;1,005278;0,685263;34,271129
1,062220;1,002908;0,699474;33,708441
1,041196;0,991528;0,694737;33,108386
1,029721;0,946336;0,709474;33,130565
1,003931;0,949340;0,703158;32,842026
1,011348;0,920281;0,722632;33,291192
1,018215;0,934914;0,717895;32,973797
0,967479;0,931670;0,717368;33,251473
0,981323;0,924113;0,731579;33,497226
0,977004;0,929149;0,717895;33,381549
0,974339;0,924608;0,718421;33,458229
0,941610;0,919010;0,726842;33,922289
0,939236;0,898915;0,735789;33,044269
0,939323;0,915411;0,733158;33,297225
0,920744;0,890815;0,741579;33,041782
0,918692;0,892391;0,738421;33,942210
0,889847;0,918793;0,729474;34,705179
0,881695;0,893030;0,731579;34,480917
0,879205;0,886781;0,738421;33,657876
0,887665;0,868617;0,744737;33,742673
0,898148;0,888104;0,738421;33,458163
0,861797;0,940739;0,726316;33,563635
0,854829;0,893352;0,744211;36,110847
0,851044;0,899170;0,736316;36,967445
0,830952;0,882076;0,744211;35,927431
0,831049;0,937179;0,715789;33,540217
0,842025;0,876841;0,733158;33,343671
0,818468;0,863608;0,753684;33,532423
0,804248;0,894915;0,745263;36,182521
0,807820;0,905338;0,731053;36,969226
0,805481;0,909005;0,733684;36,609333
0,794048;0,857896;0,754737;33,728406
0,774277;0,829251;0,757895;33,095713
0,759388;0,852889;0,754737;33,469697
0,759050;0,869061;0,745263;33,077262
0,779554;0,853094;0,743684;33,474386
0,761765;0,848581;0,756842;32,914927
0,738211;0,858126;0,760526;32,912131
0,756065;0,825821;0,763158;33,502519
0,731148;0,834811;0,761053;34,859281
0,737342;0,860208;0,764211;33,221446
0,727385;0,948832;0,722105;33,408849
0,748365;0,859133;0,745789;35,239880
0,703876;0,858417;0,752105;34,174668
0,740143;0,847359;0,748947;34,631378
0,701792;0,819619;0,763684;36,295791
0,705842;0,842799;0,758421;35,324261
