training_loss;validation_loss;validation_accuracy;epoch_time
0,698138;0,822098;0,772500;17,070641
0,510211;0,813589;0,768500;16,997534
0,493119;0,814443;0,764000;17,071799
0,475818;0,806788;0,765500;17,094001
0,461556;0,806368;0,771000;16,836422
0,455174;0,801869;0,767000;16,986552
0,462018;0,812095;0,768000;16,957629
0,453901;0,800591;0,771000;17,055453
0,454355;0,794307;0,778500;17,090878
0,460211;0,794520;0,778500;16,855372
0,456129;0,791686;0,776000;17,075645
0,453918;0,804496;0,776500;16,959387
0,456960;0,800810;0,778500;16,997054
0,450679;0,810419;0,770500;16,852963
0,455684;0,803819;0,770500;17,323764
0,457165;0,801590;0,774500;16,947871
0,446688;0,803689;0,773000;17,017278
0,446491;0,802762;0,775000;16,887050
0,457578;0,806938;0,769500;17,059989
0,444839;0,807618;0,771500;16,977213
0,448912;0,794655;0,780500;16,980017
0,433140;0,792323;0,780000;17,048031
0,440722;0,799966;0,776500;16,963997
0,445726;0,798265;0,772500;16,867518
0,454232;0,800637;0,776500;17,077936
0,459156;0,811092;0,772000;16,973924
0,443041;0,793609;0,774500;16,794375
0,434560;0,792014;0,773000;16,991114
0,447228;0,802041;0,776000;17,002658
0,449847;0,809179;0,774000;17,069790
0,443209;0,792247;0,777500;16,944663
0,430601;0,805358;0,771500;17,117414
0,430998;0,794228;0,774000;17,098940
0,432361;0,800892;0,777000;17,021733
0,436094;0,794324;0,777000;17,140343
0,446979;0,800357;0,777000;16,829079
0,427749;0,805356;0,773500;17,121377
0,428698;0,808661;0,774500;17,015161
0,439598;0,809764;0,775000;16,950155
0,443167;0,796419;0,779000;16,976147
0,452457;0,796492;0,782000;17,036976
0,440356;0,798312;0,776000;16,903320
0,429506;0,798232;0,780500;17,073967
0,419693;0,806762;0,775000;16,981555
0,433664;0,811277;0,774000;16,885543
0,433467;0,799500;0,777000;17,028654
0,429978;0,801241;0,779000;17,164370
0,423385;0,810632;0,775000;17,227250
0,425131;0,807508;0,771500;16,823469
0,435194;0,806576;0,776000;17,096765
0,428860;0,804627;0,782500;16,936874
0,421168;0,796249;0,785000;17,110016
0,431149;0,809544;0,778500;16,877688
0,443166;0,807634;0,777000;17,072219
0,406227;0,800768;0,779000;16,969012
0,442575;0,794453;0,782000;17,083581
0,438552;0,803045;0,778500;17,075643
0,414227;0,806591;0,777000;16,980652
0,438660;0,797285;0,777500;16,834845
0,429039;0,798361;0,776500;17,171912
0,432327;0,793595;0,778000;16,969308
0,427173;0,800016;0,775500;17,081543
0,429327;0,796271;0,776500;16,939678
0,430762;0,804433;0,774000;16,998147
0,434335;0,809124;0,781500;17,101222
0,426563;0,795142;0,781000;17,029212
0,428610;0,785403;0,787000;17,075398
0,426543;0,797236;0,778500;16,985434
0,431704;0,793588;0,783500;16,934688
0,423225;0,787519;0,783000;17,084362
0,431755;0,811166;0,774000;16,967091
0,451158;0,797956;0,778500;16,895878
0,431748;0,801528;0,779000;17,105060
0,411796;0,797421;0,778500;17,076777
0,432376;0,797233;0,777000;16,948003
0,424500;0,801956;0,777500;17,079799
0,412215;0,801712;0,776000;17,076971
0,422741;0,806453;0,778500;16,951994
0,425507;0,799880;0,775000;17,075431
0,432689;0,809206;0,781500;16,890013
0,413516;0,799748;0,778000;17,078402
0,420612;0,805693;0,777000;16,960999
0,426353;0,806138;0,782500;16,974764
0,414714;0,798565;0,777500;17,082054
0,422101;0,794728;0,781000;16,824641
0,419551;0,801245;0,779000;17,076351
0,412650;0,802786;0,775000;17,070294
0,411849;0,798795;0,780500;16,859841
0,411679;0,808172;0,781000;17,042809
0,417812;0,808205;0,776500;17,088579
0,418209;0,802509;0,784500;17,100773
0,413288;0,806220;0,777500;16,924619
0,431136;0,815250;0,780500;17,081921
0,426145;0,797832;0,780000;17,020390
0,421993;0,802488;0,779500;16,936198
0,405862;0,807714;0,778000;17,148643
0,417119;0,793463;0,779500;17,123880
0,433367;0,794027;0,776500;16,814066
0,425298;0,788801;0,776500;17,061030
0,430410;0,805714;0,784000;17,080579
