training_loss;validation_loss;validation_accuracy;epoch_time
0,806225;0,749254;0,782500;17,311923
0,555307;0,723301;0,788000;17,338267
0,522891;0,726514;0,795000;17,080118
0,551177;0,725172;0,795500;17,085874
0,529291;0,721674;0,798000;17,154093
0,526984;0,726728;0,798000;17,326989
0,535631;0,723124;0,796500;17,355280
0,541097;0,716682;0,798000;17,230135
0,546213;0,726077;0,798500;17,086058
0,537203;0,724523;0,795000;17,114332
0,531978;0,726672;0,795000;17,117885
0,540011;0,719981;0,798500;17,478915
0,537240;0,734986;0,790000;17,109137
0,527639;0,732568;0,792500;17,334883
0,523300;0,732118;0,791000;17,085323
0,532287;0,719196;0,797000;17,082275
0,528729;0,724532;0,798000;17,108592
0,526848;0,727044;0,796000;17,085951
0,517360;0,720512;0,793500;17,351649
0,523762;0,722239;0,796500;17,134860
0,538189;0,725217;0,796500;17,125265
0,525754;0,727228;0,792500;17,124682
0,541710;0,729558;0,798500;17,084413
0,533314;0,726823;0,797500;17,081710
0,529047;0,719610;0,797000;17,095760
0,533280;0,725698;0,794000;17,190839
0,519340;0,721198;0,797500;17,091598
0,527791;0,734541;0,788000;17,191285
0,524680;0,729768;0,793500;17,087717
0,543107;0,724095;0,798500;17,078050
0,529016;0,725345;0,797000;17,083636
0,522887;0,725616;0,798000;17,125438
0,523951;0,731027;0,795500;17,168304
0,530836;0,726529;0,798500;17,079372
0,522379;0,722035;0,800500;17,125676
0,518248;0,728563;0,793500;17,082998
0,530007;0,735335;0,790500;17,080413
0,536261;0,730281;0,792500;17,283794
0,523270;0,726445;0,798000;17,324027
0,516188;0,722460;0,798000;17,113385
0,529601;0,727817;0,796000;17,201915
0,516596;0,725317;0,795000;17,186136
0,517370;0,724313;0,794000;17,201997
0,530970;0,726372;0,793500;17,207726
0,528146;0,729834;0,796500;17,089034
0,533388;0,729870;0,795000;17,094057
0,517147;0,729430;0,795500;17,118873
0,517742;0,731470;0,794000;17,078832
0,513861;0,727913;0,795500;17,085827
0,518373;0,740881;0,790500;17,086682
0,535440;0,727644;0,797000;17,083128
0,528151;0,721576;0,795500;17,079105
0,518724;0,730272;0,791500;17,086335
0,524203;0,728468;0,795000;17,118739
0,521409;0,724426;0,797000;17,087640
0,525822;0,724782;0,795000;17,117008
0,515699;0,724301;0,797000;17,086905
0,542323;0,722953;0,799000;17,085781
0,524989;0,721984;0,794500;17,075891
0,523321;0,724221;0,799000;17,079091
0,519130;0,726748;0,793000;17,152182
0,520914;0,723465;0,800000;17,114145
0,527531;0,734909;0,794500;17,139250
0,549460;0,727609;0,797500;17,112636
0,511267;0,728252;0,799000;17,089629
0,524685;0,734536;0,797000;17,090980
0,524301;0,733243;0,794500;17,099224
0,516570;0,723555;0,797500;17,139954
0,542281;0,726263;0,797000;17,147592
0,522775;0,725809;0,800000;17,112861
0,515328;0,730477;0,797500;17,354889
0,522574;0,726432;0,795500;17,152765
0,526723;0,735828;0,792500;17,182055
0,519113;0,727724;0,797000;17,184689
0,516959;0,724520;0,798000;17,131640
0,527251;0,728236;0,799500;17,082994
0,525978;0,730865;0,796500;17,113299
0,527307;0,729065;0,795000;17,092324
0,534450;0,734103;0,792000;17,084844
0,540122;0,738681;0,790000;17,149717
0,518229;0,731479;0,797000;17,162730
0,523160;0,733069;0,798500;17,137174
0,524868;0,740838;0,791000;17,095967
0,524583;0,728621;0,793000;17,081585
0,527521;0,734345;0,794000;17,247469
0,531381;0,731465;0,795000;17,138212
0,517759;0,729249;0,797500;17,102282
0,516975;0,727575;0,800000;17,110497
0,537432;0,727864;0,793500;17,113862
0,521795;0,723139;0,798500;17,096560
0,536685;0,725784;0,791500;17,096433
0,530243;0,744484;0,790000;17,112136
0,513221;0,736277;0,793500;17,080647
0,521614;0,728112;0,799000;17,088765
0,511487;0,730222;0,792000;17,144269
0,519590;0,727539;0,795500;17,131142
0,531307;0,723435;0,796500;17,101368
0,527710;0,728254;0,794000;17,112042
0,515832;0,729196;0,796000;17,098544
0,533275;0,722762;0,795500;17,164633
