training_loss;validation_loss;validation_accuracy;epoch_time
0,813960;0,842867;0,771500;17,303947
0,595780;0,849114;0,774000;17,109470
0,591955;0,835174;0,772500;17,270243
0,555667;0,843415;0,767000;16,828955
0,567565;0,835124;0,772500;16,970572
0,537839;0,857183;0,768500;16,912043
0,556750;0,842923;0,774000;16,911519
0,548245;0,856485;0,768000;16,836200
0,555635;0,823022;0,777000;16,827649
0,525050;0,824475;0,782500;16,810762
0,534092;0,826423;0,776500;17,111169
0,534694;0,830430;0,778500;16,868951
0,536654;0,853404;0,773500;16,935677
0,528272;0,815349;0,780500;16,823519
0,534065;0,831694;0,770000;16,953222
0,531794;0,834009;0,781000;17,120589
0,515933;0,818547;0,783000;16,822778
0,523109;0,819413;0,785500;16,904675
0,536951;0,815469;0,780000;17,062619
0,524686;0,834757;0,778500;16,882018
0,530695;0,837861;0,780000;16,970858
0,534752;0,834158;0,778000;16,878318
0,526633;0,825109;0,779500;16,870806
0,522697;0,829659;0,780000;16,811428
0,522443;0,812989;0,782500;16,922895
0,524086;0,820788;0,779000;16,880691
0,519228;0,829770;0,781500;17,030876
0,518687;0,823332;0,778000;16,864636
0,522191;0,812261;0,782500;17,034143
0,516466;0,833870;0,773500;16,830340
0,517651;0,831260;0,775000;16,820905
0,510800;0,828275;0,777000;16,822943
0,527418;0,827497;0,783000;17,077799
0,517746;0,835461;0,777500;16,845097
0,505086;0,831008;0,782500;16,805455
0,507023;0,838857;0,778500;16,811211
0,498378;0,819953;0,783500;16,943333
0,513422;0,823439;0,784000;17,116703
0,514972;0,837435;0,779000;16,826795
0,516232;0,820929;0,779500;16,838342
0,523736;0,826728;0,777500;16,817586
0,498407;0,857480;0,774500;17,004191
0,517195;0,824366;0,778000;16,905156
0,526625;0,823309;0,777500;17,247630
0,514772;0,826054;0,785000;16,817830
0,502207;0,818091;0,786000;16,820706
0,510424;0,830151;0,785500;16,963378
0,497767;0,813880;0,779000;17,047719
0,504812;0,826797;0,782000;16,868034
0,497271;0,814738;0,776500;16,876714
0,528274;0,815751;0,779500;16,998867
0,525599;0,803920;0,782500;16,910262
0,501672;0,816490;0,787000;17,005100
0,511181;0,818379;0,781500;16,814728
0,502112;0,818359;0,785000;16,924399
0,500448;0,829135;0,779000;16,961022
0,505665;0,823980;0,782000;16,863939
0,492755;0,826946;0,782000;16,923250
0,514085;0,825081;0,784500;17,045669
0,488595;0,828960;0,784000;16,828871
0,492876;0,821714;0,785500;16,867580
0,494353;0,806882;0,789500;17,045174
0,509688;0,813653;0,786000;16,867438
0,490479;0,822703;0,778000;16,962873
0,493353;0,807697;0,782500;16,922314
0,516444;0,825382;0,782500;16,955858
0,510493;0,804780;0,783500;16,972661
0,508645;0,820087;0,786500;17,022083
0,486413;0,826903;0,780000;17,102709
0,494975;0,830884;0,778500;17,146519
0,496480;0,818950;0,781000;16,873155
0,485147;0,823275;0,780500;17,057699
0,498165;0,817152;0,779500;16,925793
0,486672;0,812221;0,783500;17,050242
0,494599;0,828108;0,785500;17,023297
0,489409;0,834575;0,782500;17,114817
0,522420;0,824885;0,780000;16,906026
0,486579;0,817044;0,779000;16,875805
0,505367;0,845716;0,774500;16,999470
0,493452;0,831188;0,778500;17,025932
0,503794;0,813243;0,783000;16,826572
0,488708;0,819390;0,782000;17,027803
0,485745;0,822457;0,778500;16,865171
0,497037;0,815115;0,782000;16,838348
0,484755;0,826014;0,774500;17,111738
0,498123;0,818045;0,776500;17,109905
0,496188;0,835991;0,778000;16,822298
0,479844;0,828654;0,783500;16,845495
0,493104;0,833380;0,773500;17,125510
0,480343;0,810188;0,783500;17,028251
0,498370;0,815658;0,781500;16,812397
0,484073;0,806158;0,782000;16,946949
0,477053;0,826476;0,780000;17,135411
0,509943;0,819621;0,785000;16,853293
0,470908;0,813552;0,782500;16,870616
0,503139;0,822307;0,779000;17,008677
0,475101;0,813749;0,782500;17,056991
0,505876;0,823001;0,785500;16,845425
0,475714;0,824489;0,778500;17,116863
0,491193;0,812442;0,778000;16,870300
