training_loss;validation_loss;validation_accuracy;epoch_time
0,742787;0,808704;0,767500;17,721236
0,556002;0,790925;0,770500;16,771274
0,532410;0,795031;0,772000;16,952878
0,549618;0,804513;0,767000;16,804776
0,544098;0,798295;0,771000;16,806607
0,535488;0,793555;0,772000;16,975684
0,535199;0,792326;0,773000;16,841209
0,528591;0,799477;0,770000;16,955818
0,542295;0,795590;0,768000;16,841937
0,534517;0,792126;0,771500;16,916515
0,541065;0,790526;0,772000;17,073348
0,525801;0,791318;0,772000;16,816220
0,534409;0,791172;0,774500;16,886575
0,521987;0,791700;0,780000;16,994753
0,517117;0,783201;0,773000;16,954800
0,529470;0,779772;0,779000;16,785851
0,524683;0,786193;0,779500;16,802691
0,514972;0,785379;0,780500;17,091142
0,510155;0,778838;0,780500;16,828693
0,528929;0,773082;0,778500;16,801698
0,507020;0,795222;0,777000;16,881183
0,505698;0,792269;0,778000;16,956076
0,527343;0,778912;0,778500;16,908508
0,510841;0,777574;0,779000;16,886846
0,519849;0,789755;0,781000;16,826320
0,516159;0,786933;0,780500;16,858397
0,499655;0,792628;0,774500;16,912157
0,508610;0,790255;0,779000;16,978868
0,510713;0,793930;0,778000;16,997869
0,509621;0,813546;0,771000;16,899473
0,496171;0,797135;0,775000;16,829363
0,500989;0,778747;0,782000;17,095251
0,505086;0,783229;0,781500;16,831131
0,512880;0,797517;0,776000;16,912092
0,508783;0,788706;0,781000;17,065572
0,508374;0,798211;0,773500;16,796030
0,484029;0,787424;0,783000;16,886243
0,516950;0,796565;0,778000;16,852193
0,502146;0,788279;0,785000;17,076256
0,502322;0,796214;0,783500;16,844537
0,507167;0,795791;0,782500;16,868956
0,495754;0,787187;0,789000;16,942194
0,514641;0,787069;0,785500;16,968859
0,490675;0,811292;0,779000;16,832068
0,494159;0,787545;0,792000;16,924379
0,514753;0,789036;0,782000;16,990771
0,498834;0,779747;0,784500;16,876892
0,482615;0,778101;0,792500;16,889517
0,491564;0,793701;0,777500;16,981043
0,504145;0,796961;0,783500;16,919088
0,510627;0,797094;0,787500;17,101160
0,514517;0,793389;0,785500;16,811057
0,504471;0,806958;0,784500;16,863457
0,499866;0,786660;0,792500;17,072175
0,512367;0,791824;0,791000;16,874787
0,492515;0,786737;0,785000;16,881281
0,495983;0,790235;0,785500;17,002530
0,479855;0,795762;0,784000;16,852059
0,517389;0,790834;0,785000;16,997091
0,487150;0,784158;0,787000;16,882286
0,499316;0,788896;0,787500;16,844812
0,496138;0,785553;0,788500;17,090169
0,492223;0,786983;0,786000;17,069366
0,494962;0,786705;0,789000;16,860626
0,508104;0,805885;0,785500;17,078871
0,498916;0,800900;0,783500;16,841622
0,480896;0,788401;0,788000;16,926465
0,484104;0,796742;0,783500;16,942928
0,491293;0,787793;0,787500;17,015223
0,503347;0,794856;0,791000;16,879999
0,511165;0,778824;0,786000;16,967907
0,501403;0,791786;0,788500;16,857435
0,489668;0,795016;0,779000;17,105355
0,494554;0,787879;0,793000;16,914555
0,507385;0,786668;0,790500;16,864007
0,488126;0,786267;0,791000;17,082365
0,473358;0,785494;0,792000;16,911856
0,488086;0,783109;0,785500;16,988179
0,490406;0,790306;0,789000;17,294836
0,495253;0,782912;0,792000;16,863227
0,484112;0,797699;0,783500;17,000737
0,492651;0,789596;0,789000;17,103481
0,482412;0,785371;0,788000;17,095213
0,478267;0,782804;0,793000;16,863400
0,500157;0,783418;0,788500;17,014782
0,486192;0,784728;0,787500;17,083136
0,490661;0,785792;0,785500;16,903931
0,483383;0,787233;0,786500;17,034661
0,492056;0,794515;0,784000;17,087784
0,480158;0,804375;0,782500;16,883805
0,489551;0,784884;0,785500;17,036747
0,479539;0,796524;0,785000;16,878425
0,486444;0,788822;0,780500;17,082298
0,482267;0,792958;0,781000;16,824613
0,475282;0,795065;0,778000;17,081253
0,500857;0,777646;0,788000;16,931768
0,485449;0,790577;0,786000;16,990616
0,483303;0,786164;0,785000;16,820875
0,500071;0,793445;0,782500;17,032596
0,488551;0,791886;0,788500;16,905087
