training_loss;validation_loss;validation_accuracy;epoch_time
0,720901;0,804286;0,763500;17,380848
0,505157;0,785322;0,773000;17,112508
0,506036;0,779645;0,776000;17,410013
0,501670;0,778859;0,775000;17,320998
0,485346;0,771414;0,772000;17,448976
0,482591;0,779679;0,772000;17,500660
0,479088;0,771289;0,773500;17,132043
0,483924;0,770331;0,770500;17,133338
0,478973;0,762644;0,771500;17,084780
0,478135;0,764508;0,778500;17,099084
0,481090;0,766150;0,773500;17,209783
0,481319;0,765068;0,774000;17,170058
0,476774;0,760504;0,775000;17,124949
0,472952;0,760739;0,773500;17,168283
0,478330;0,762751;0,772500;17,180931
0,475402;0,766352;0,773000;17,340171
0,470977;0,762686;0,772500;17,237118
0,464312;0,762013;0,769000;17,311775
0,473937;0,767353;0,773500;17,361948
0,489642;0,767975;0,772000;17,247921
0,474703;0,766497;0,771500;17,392096
0,475065;0,757679;0,777500;17,196755
0,484012;0,760504;0,777000;17,116760
0,473080;0,761895;0,772500;17,091728
0,470527;0,775809;0,764500;17,201002
0,485608;0,765969;0,769000;17,087169
0,464820;0,764424;0,772500;17,170945
0,487468;0,765738;0,772500;17,415567
0,472455;0,757148;0,777500;17,140376
0,469578;0,765486;0,770500;17,150463
0,475057;0,767857;0,769500;17,241520
0,474504;0,753726;0,773500;17,233353
0,487011;0,760235;0,774000;17,164786
0,452874;0,766009;0,778500;17,131397
0,475827;0,770893;0,776000;17,136982
0,478783;0,767670;0,775500;17,112239
0,475660;0,762380;0,771500;17,134321
0,481013;0,768762;0,776000;17,083254
0,458574;0,762517;0,773000;17,079752
0,474828;0,767300;0,771000;17,087182
0,472975;0,774495;0,771000;17,123797
0,462129;0,770145;0,771000;17,158627
0,475748;0,777541;0,769000;17,099899
0,462369;0,760356;0,778500;17,145232
0,475705;0,771141;0,770500;17,146603
0,474702;0,760898;0,775500;17,460393
0,477025;0,755933;0,774000;17,156671
0,461173;0,776232;0,769500;17,119702
0,472888;0,762172;0,772000;17,139793
0,466358;0,761445;0,776500;17,079365
0,471648;0,766420;0,774000;17,078659
0,461077;0,761148;0,773000;17,094235
0,474560;0,763456;0,773000;17,087348
0,471908;0,767718;0,769000;17,107732
0,464479;0,764202;0,775000;17,084810
0,465866;0,763891;0,776000;17,130966
0,456391;0,769644;0,771500;17,122783
0,466815;0,762000;0,780000;17,120281
0,476625;0,759919;0,776000;17,177278
0,468568;0,762430;0,773500;17,118449
0,464753;0,765049;0,773500;17,082104
0,460988;0,760547;0,774000;17,159386
0,468623;0,761164;0,775500;17,124321
0,470042;0,760761;0,772500;17,094192
0,468476;0,766144;0,774000;17,087099
0,469497;0,765461;0,772500;17,171265
0,475314;0,758930;0,775500;17,124210
0,457285;0,767444;0,778500;17,129297
0,477503;0,766498;0,777000;17,083278
0,463510;0,764757;0,774500;17,129008
0,477067;0,771422;0,772000;17,129032
0,479272;0,768310;0,771500;17,109938
0,470548;0,765710;0,774500;17,085963
0,485029;0,765969;0,776000;17,128408
0,471335;0,760595;0,775500;17,119614
0,494271;0,761249;0,778000;17,098899
0,471484;0,772991;0,769500;17,114060
0,485865;0,763148;0,775000;17,131698
0,485091;0,761184;0,768000;17,079756
0,463186;0,763364;0,773500;17,099914
0,466931;0,768174;0,771000;17,080677
0,467229;0,765935;0,774000;17,171522
0,468307;0,767589;0,772500;17,079387
0,471001;0,772306;0,772000;17,078022
0,478682;0,768425;0,774000;17,247779
0,476879;0,762380;0,773000;17,078377
0,484703;0,773425;0,771500;17,086073
0,483268;0,763548;0,776000;17,075950
0,472202;0,762209;0,775500;17,075852
0,456045;0,766134;0,775500;17,082274
0,459766;0,758326;0,777500;17,097392
0,478872;0,758663;0,772500;17,123886
0,471145;0,758479;0,776500;17,076977
0,455034;0,764319;0,767500;17,084419
0,464549;0,761972;0,777500;17,147262
0,471795;0,765588;0,773500;17,090894
0,463891;0,759714;0,772000;17,079801
0,470321;0,765244;0,773500;17,080474
0,465215;0,768074;0,778000;17,122907
0,483495;0,760038;0,780000;17,093293
