training_loss;validation_loss;validation_accuracy;epoch_time
0,920301;0,805282;0,769000;16,790385
0,674379;0,788741;0,775000;16,569825
0,654673;0,783530;0,776500;16,649711
0,649210;0,778806;0,779500;16,537901
0,650300;0,788464;0,775000;16,575237
0,627325;0,779512;0,779000;16,527637
0,625259;0,788333;0,777500;16,772997
0,614238;0,788925;0,776000;16,659153
0,642932;0,784911;0,776500;16,678944
0,639074;0,783608;0,779000;16,824121
0,633811;0,792888;0,773500;16,635335
0,627437;0,786993;0,774500;16,570251
0,623730;0,795338;0,778000;16,638224
0,619277;0,794790;0,778000;16,614784
0,634511;0,789101;0,775500;16,544376
0,642891;0,783380;0,776000;16,552209
0,630118;0,792071;0,775500;16,547869
0,628727;0,785601;0,779500;16,549102
0,623622;0,785491;0,784500;16,475964
0,620790;0,790806;0,777500;16,545422
0,609791;0,771268;0,779000;16,548044
0,629741;0,777015;0,778000;16,516330
0,628122;0,787106;0,776000;16,473726
0,634306;0,781603;0,778000;16,545744
0,634072;0,781464;0,779000;16,545114
0,635016;0,781938;0,779000;16,544573
0,609071;0,781947;0,775500;16,496699
0,618037;0,775683;0,780000;16,498997
0,625220;0,789994;0,783500;16,592017
0,623936;0,786245;0,779000;16,501384
0,620146;0,777565;0,781000;16,542950
0,614709;0,780132;0,780000;16,543335
0,602692;0,781724;0,784000;16,526537
0,624199;0,779555;0,785500;16,471247
0,609858;0,787988;0,779500;16,482728
0,616790;0,782058;0,780000;16,478823
0,621891;0,780483;0,781500;16,572188
0,612082;0,778215;0,781000;16,478313
0,611087;0,790418;0,774500;16,514735
0,616332;0,776899;0,781000;16,475797
0,620241;0,777693;0,776500;16,478416
0,616284;0,774704;0,780000;16,479569
0,622920;0,791855;0,780500;16,504620
0,616955;0,780481;0,782500;16,559256
0,639465;0,786004;0,781000;16,556893
0,632357;0,782412;0,783000;16,492399
0,623224;0,779449;0,786500;16,605392
0,608688;0,777912;0,784000;16,511212
0,602433;0,780769;0,783000;16,561520
0,627017;0,784048;0,779000;16,482633
0,617999;0,790540;0,780000;16,662805
0,623218;0,783130;0,782500;16,542337
0,631381;0,793015;0,777500;16,546173
0,637738;0,782719;0,780000;16,549921
0,628418;0,784465;0,776500;16,575106
0,613541;0,803165;0,775000;16,568304
0,642873;0,787092;0,783500;16,474427
0,630766;0,780300;0,779500;16,571126
0,619015;0,782603;0,780000;16,865610
0,626549;0,787198;0,783500;16,619871
0,626699;0,797631;0,777500;16,510755
0,608590;0,797891;0,781000;16,507453
0,625159;0,782115;0,781000;16,539936
0,625138;0,777602;0,782500;16,505604
0,620454;0,778299;0,786500;16,542834
0,634120;0,786279;0,781000;16,562260
0,617329;0,785373;0,779000;16,539366
0,623094;0,784566;0,781000;16,485300
0,617502;0,787525;0,776500;16,493972
0,622454;0,793237;0,776000;16,480294
0,622981;0,780218;0,784000;16,503194
0,626294;0,780190;0,779000;16,772389
0,617611;0,782272;0,780500;16,893349
0,630457;0,790375;0,781000;16,786560
0,631487;0,778173;0,786000;16,905618
0,608417;0,792403;0,778000;16,829399
0,620194;0,790458;0,779000;16,836246
0,619134;0,788857;0,783000;16,831562
0,606909;0,786867;0,778000;16,781699
0,610387;0,795595;0,781500;16,887770
0,632023;0,791034;0,779000;16,888506
0,615491;0,787204;0,777000;16,964587
0,612689;0,793433;0,780000;16,843138
0,643166;0,781474;0,778500;16,795923
0,608594;0,787326;0,778000;16,762011
0,620437;0,783563;0,779000;16,774028
0,612995;0,790318;0,779000;16,819080
0,614898;0,793609;0,779500;16,772256
0,612448;0,780475;0,783500;16,795600
0,626161;0,781851;0,782500;16,829716
0,604830;0,791340;0,782000;16,964711
0,612690;0,786920;0,786000;16,473480
0,613598;0,786103;0,777000;16,527915
0,624979;0,783408;0,776500;16,895041
0,616197;0,785028;0,780500;16,836895
0,620949;0,790185;0,781500;16,771388
0,622602;0,786301;0,780000;16,795169
0,611013;0,790972;0,777000;16,791213
0,614251;0,786732;0,778500;16,807309
0,620967;0,787260;0,779000;16,776553
