training_loss;validation_loss;validation_accuracy;epoch_time
0,717285;0,850642;0,766000;16,846583
0,503283;0,832424;0,764000;16,503526
0,481054;0,819156;0,770500;16,791120
0,461079;0,825124;0,767000;16,554119
0,468406;0,819969;0,767500;16,819098
0,471707;0,814300;0,767000;16,826238
0,488493;0,816012;0,765000;17,083285
0,467412;0,811335;0,771500;16,787080
0,470249;0,822173;0,770000;16,829555
0,456444;0,810775;0,770500;16,842079
0,463303;0,811078;0,769500;16,773587
0,459716;0,812175;0,769500;17,004857
0,472423;0,809872;0,773000;16,996734
0,465913;0,808908;0,774000;16,668068
0,474361;0,811013;0,769500;16,896767
0,470041;0,816013;0,770500;16,835481
0,469685;0,808587;0,771500;16,828480
0,472459;0,814208;0,775000;16,914355
0,465559;0,811186;0,771000;17,006210
0,468370;0,806833;0,775000;16,843586
0,467970;0,809578;0,773500;16,866694
0,473541;0,814832;0,774000;16,887082
0,456330;0,806153;0,771500;16,847541
0,470674;0,812030;0,768000;16,844187
0,469309;0,813560;0,769500;16,978127
0,454934;0,811945;0,769000;16,839930
0,482288;0,804177;0,773000;17,091346
0,454269;0,808704;0,772500;16,864843
0,453880;0,805204;0,772000;17,210766
0,474227;0,799065;0,775500;16,892132
0,454807;0,808183;0,773000;16,946649
0,472473;0,799210;0,772500;16,862404
0,466145;0,809846;0,769000;16,852674
0,457980;0,804157;0,770000;16,848619
0,444048;0,810880;0,770000;16,941404
0,473518;0,805599;0,772500;16,843614
0,459722;0,806771;0,773500;16,941934
0,469309;0,802989;0,771500;16,878460
0,460286;0,806458;0,776000;16,865729
0,464371;0,802861;0,773000;16,909611
0,464255;0,808957;0,775500;16,786691
0,455932;0,804470;0,773000;16,794492
0,456162;0,812019;0,771000;17,023400
0,464747;0,806489;0,768500;16,892280
0,461890;0,805710;0,775000;17,051203
0,461095;0,810690;0,773500;16,818183
0,460484;0,807444;0,769500;16,876740
0,464931;0,809431;0,766500;16,971199
0,473031;0,807392;0,772500;16,956622
0,438105;0,801724;0,773000;16,912093
0,453802;0,809235;0,771000;16,947183
0,459964;0,806036;0,776000;16,881770
0,462855;0,806371;0,771500;16,962847
0,447086;0,801129;0,773000;16,830675
0,477470;0,798344;0,773000;16,870265
0,458035;0,808916;0,771500;16,891558
0,465156;0,806480;0,773500;16,851835
0,462592;0,807048;0,773000;17,034693
0,481303;0,809116;0,771000;16,839498
0,444122;0,809604;0,772000;16,906979
0,471497;0,811862;0,770000;16,798851
0,458125;0,809634;0,770500;16,864916
0,456051;0,809407;0,771500;16,972005
0,465331;0,812435;0,769000;16,825996
0,462091;0,808569;0,768000;16,919002
0,452862;0,811521;0,771500;16,982583
0,466020;0,810992;0,771000;16,958846
0,460208;0,816668;0,768000;16,838869
0,459307;0,799771;0,775000;16,990514
0,480803;0,809487;0,765500;16,838504
0,450109;0,801986;0,779000;16,946832
0,467239;0,812549;0,772500;16,938871
0,474252;0,807333;0,774500;16,839947
0,460087;0,811365;0,775500;16,998153
0,465985;0,805808;0,772000;16,809995
0,462303;0,807678;0,774500;16,917938
0,461102;0,805340;0,773500;16,931926
0,468024;0,808477;0,772000;16,892792
0,462761;0,814561;0,770500;16,888584
0,440691;0,812680;0,774000;16,951975
0,462522;0,810928;0,773000;16,768841
0,461852;0,805075;0,774500;16,899050
0,459993;0,805786;0,770500;16,881315
0,469401;0,807016;0,770000;17,042324
0,450661;0,811270;0,768500;16,885988
0,463938;0,812316;0,771000;16,833211
0,455808;0,806686;0,776000;17,000575
0,454652;0,809595;0,773500;16,801211
0,466133;0,810896;0,765500;16,846568
0,465428;0,807004;0,772500;16,949320
0,458047;0,809136;0,772500;16,797816
0,470056;0,808209;0,774000;16,803768
0,473024;0,805286;0,774000;17,121301
0,456024;0,803748;0,776500;16,868043
0,474854;0,809874;0,771500;16,897777
0,453222;0,807922;0,768500;16,921243
0,463705;0,810137;0,773500;16,952305
0,451902;0,802463;0,777500;16,933491
0,449933;0,805677;0,777500;16,892071
0,443712;0,807755;0,774000;16,898958
