training_loss;validation_loss;validation_accuracy;epoch_time
0,862893;0,880036;0,752500;16,991510
0,688794;0,864526;0,755500;17,041990
0,654812;0,841627;0,769000;16,978812
0,637803;0,853552;0,764000;16,880826
0,638039;0,840239;0,759000;16,813790
0,619368;0,840914;0,766500;16,984997
0,638345;0,838042;0,770000;16,873281
0,616870;0,837253;0,765000;17,119335
0,626922;0,860778;0,768500;16,855798
0,632314;0,835680;0,766500;16,957173
0,618196;0,841835;0,759500;16,975285
0,610568;0,833116;0,766500;16,937650
0,606068;0,836969;0,767000;16,819020
0,650472;0,827608;0,765000;17,002472
0,622122;0,828839;0,776000;16,818151
0,614088;0,835555;0,768000;17,054597
0,613959;0,824506;0,776000;16,896919
0,615019;0,850357;0,760500;16,880011
0,611101;0,842346;0,767000;16,885894
0,627656;0,837639;0,761000;16,865674
0,609964;0,824101;0,772500;16,861339
0,614308;0,834668;0,772500;17,017820
0,608395;0,826501;0,776000;16,869707
0,618903;0,816674;0,775500;16,830592
0,603207;0,821195;0,771500;16,842723
0,619027;0,825355;0,769500;16,872930
0,599376;0,842928;0,763000;16,830384
0,609120;0,824420;0,770000;16,828657
0,598140;0,832323;0,768000;16,866356
0,585300;0,822617;0,765000;16,891263
0,603010;0,825712;0,778000;16,904438
0,607506;0,839897;0,761500;16,816736
0,601513;0,835609;0,773000;16,853476
0,608061;0,825343;0,775000;16,813937
0,600094;0,829407;0,775500;16,798577
0,584975;0,828972;0,771000;16,922419
0,595538;0,830134;0,777000;16,814732
0,602863;0,821253;0,778000;16,854219
0,575979;0,832823;0,768000;16,813672
0,599623;0,837409;0,769500;16,832696
0,595783;0,839366;0,769000;16,815402
0,594095;0,839058;0,771000;16,820476
0,581826;0,833180;0,770500;17,132570
0,607263;0,830586;0,771500;16,912745
0,599395;0,834690;0,767500;16,984942
0,606249;0,831399;0,771500;16,840562
0,599795;0,841792;0,770500;16,962713
0,606672;0,833807;0,773000;17,068235
0,599670;0,828903;0,773000;16,816664
0,613396;0,836167;0,768000;16,812998
0,595410;0,837802;0,771500;16,878313
0,570340;0,834800;0,766500;16,852403
0,606816;0,848577;0,769500;16,838396
0,605761;0,832648;0,771500;16,835948
0,586022;0,834891;0,773000;16,821464
0,585772;0,827679;0,779000;16,881008
0,578943;0,833473;0,771000;16,879976
0,568443;0,826132;0,777000;17,041117
0,562097;0,818657;0,781000;16,943627
0,593449;0,829431;0,775500;17,049635
0,602702;0,835957;0,769000;16,934683
0,591038;0,838648;0,772000;16,815468
0,576017;0,825311;0,774000;16,910873
0,594760;0,837470;0,772500;16,880613
0,586072;0,832163;0,783000;16,900960
0,593540;0,832614;0,773000;16,883092
0,592745;0,836696;0,777500;16,810687
0,574147;0,827264;0,771000;16,867571
0,570108;0,854318;0,771000;16,822722
0,567509;0,833556;0,775000;16,809773
0,579483;0,825716;0,773500;16,819939
0,567166;0,833269;0,774500;16,817456
0,580679;0,828519;0,777000;16,861206
0,582186;0,833922;0,779000;16,831238
0,572294;0,846605;0,766000;16,937982
0,580566;0,829102;0,769000;16,858091
0,581687;0,848140;0,768500;16,812633
0,584093;0,847715;0,769000;16,826745
0,584105;0,839952;0,770500;16,856958
0,572596;0,832068;0,769500;16,871193
0,577293;0,833403;0,775000;16,840327
0,588928;0,837218;0,774000;16,829328
0,588182;0,846888;0,771000;16,842530
0,578999;0,823183;0,774000;16,856951
0,562021;0,823266;0,778000;16,811171
0,563242;0,849620;0,767000;16,829144
0,570858;0,834305;0,778000;17,014881
0,568146;0,830535;0,779000;16,858425
0,574662;0,843541;0,777000;16,855196
0,562093;0,827799;0,778500;16,843567
0,580941;0,828767;0,774500;16,836389
0,579052;0,836020;0,775000;16,849344
0,573746;0,843945;0,778000;16,925400
0,552595;0,833175;0,775500;16,950088
0,546058;0,842652;0,772000;16,972248
0,577176;0,843867;0,777000;16,959980
0,573608;0,834269;0,774000;16,834873
0,575678;0,828497;0,774000;16,816094
0,575258;0,834034;0,778000;16,807742
0,561152;0,854565;0,769500;16,878316
