training_loss;validation_loss;validation_accuracy;epoch_time
0,782385;0,829843;0,762000;15,429001
0,556496;0,821453;0,762500;15,332939
0,574743;0,808273;0,762500;15,097075
0,565834;0,803107;0,769000;15,410709
0,552325;0,806441;0,767000;15,247093
0,569403;0,798459;0,770500;15,155975
0,556330;0,803118;0,769000;15,551139
0,534342;0,799367;0,769000;15,540302
0,528430;0,799662;0,767500;15,580894
0,548330;0,805201;0,766000;15,606557
0,576565;0,810563;0,762000;15,609724
0,541785;0,799424;0,767500;15,816020
0,539319;0,795107;0,773500;15,827032
0,542606;0,802258;0,770000;15,999489
0,540868;0,807715;0,768500;15,968217
0,534044;0,804412;0,774500;15,984262
0,542351;0,804480;0,771500;16,121693
0,538008;0,791348;0,770500;16,432161
0,532396;0,795868;0,767500;16,287384
0,544068;0,795138;0,773000;16,274699
0,542015;0,794927;0,772500;16,320644
0,541147;0,797512;0,771000;16,309127
0,532107;0,795459;0,771500;16,293267
0,529952;0,791918;0,769000;16,286922
0,523792;0,800786;0,772500;16,320225
0,540876;0,795789;0,769500;16,363208
0,540660;0,791049;0,770000;16,472254
0,538589;0,798674;0,769000;16,911989
0,536528;0,808333;0,766500;16,563916
0,531761;0,799574;0,769000;16,627523
0,542955;0,801698;0,769000;16,551222
0,522942;0,808077;0,767500;16,555890
0,545040;0,791801;0,775500;16,448967
0,535210;0,800017;0,772000;16,414703
0,522024;0,793761;0,774000;16,449613
0,520722;0,801600;0,768500;16,490191
0,531882;0,800813;0,764500;16,303691
0,541348;0,794505;0,774000;16,440629
0,527315;0,796879;0,767000;16,437035
0,538986;0,802127;0,768500;16,517569
0,527743;0,798292;0,768500;16,364573
0,519914;0,799242;0,769500;16,404576
0,536439;0,799210;0,765000;16,492389
0,534160;0,794737;0,771500;16,509913
0,521845;0,797273;0,771000;16,358097
0,517245;0,794185;0,770500;16,510797
0,541993;0,787980;0,778000;16,397889
0,542293;0,801003;0,772000;16,504967
0,536228;0,798462;0,772000;16,507992
0,540610;0,793205;0,774500;16,479438
0,537992;0,803161;0,769500;16,513855
0,528624;0,790942;0,776500;16,616411
0,539810;0,796926;0,776000;16,540161
0,523259;0,798233;0,769000;16,586390
0,523057;0,796446;0,774500;16,526330
0,539452;0,795968;0,773000;16,559787
0,546268;0,793728;0,770000;16,527660
0,529179;0,800674;0,776500;16,558610
0,533572;0,790116;0,772000;16,627888
0,524353;0,790701;0,775000;16,534720
0,541002;0,797336;0,769000;16,517166
0,532443;0,796754;0,771000;16,500765
0,524524;0,796245;0,774500;16,650617
0,533649;0,788155;0,773500;16,568127
0,524709;0,791181;0,772000;16,517865
0,552060;0,792857;0,775000;16,557523
0,540654;0,801512;0,768500;16,585888
0,525120;0,798914;0,770000;16,618837
0,524206;0,793275;0,773500;16,688124
0,531490;0,788919;0,775500;16,707181
0,541113;0,794168;0,777000;16,600930
0,528058;0,802413;0,773000;16,630787
0,526591;0,791430;0,778000;16,545718
0,539844;0,797089;0,775000;16,870690
0,548549;0,796890;0,772500;16,609330
0,524600;0,794154;0,771000;16,532216
0,515108;0,800417;0,773500;16,571005
0,554253;0,795848;0,775500;16,664832
0,524686;0,798898;0,772000;16,606739
0,527718;0,801314;0,780000;16,532697
0,528902;0,795882;0,768000;16,643384
0,541945;0,796572;0,772500;16,561074
0,548701;0,789537;0,771500;16,547579
0,548137;0,793432;0,776500;16,570087
0,539798;0,800698;0,770500;16,612645
0,539418;0,785019;0,775500;16,586880
0,508520;0,789713;0,770500;16,514520
0,520128;0,796578;0,774000;16,498312
0,542624;0,798094;0,772000;16,499536
0,529562;0,796118;0,769500;16,487993
0,527891;0,791060;0,773500;16,510947
0,524172;0,795435;0,773500;16,504817
0,545669;0,794958;0,774000;16,544798
0,533513;0,797743;0,773000;16,500425
0,532236;0,798358;0,771000;16,483474
0,535125;0,791700;0,773500;16,491099
0,526518;0,794490;0,771500;16,480233
0,518791;0,805335;0,777500;16,488245
0,526187;0,800350;0,773000;16,504826
0,531753;0,796762;0,780500;16,493362
