training_loss;validation_loss;validation_accuracy;epoch_time
0,841170;0,786590;0,776500;17,090859
0,652576;0,769163;0,777500;17,152720
0,622990;0,775679;0,779500;17,123907
0,634705;0,771611;0,783500;16,980150
0,609824;0,769953;0,783000;17,109730
0,601040;0,772827;0,776500;17,169132
0,613639;0,762912;0,782500;16,928838
0,612895;0,775166;0,779500;17,137195
0,620339;0,772729;0,779500;17,138471
0,620988;0,768966;0,781000;17,132293
0,625821;0,770466;0,780500;16,986961
0,601168;0,786707;0,777500;17,044898
0,604970;0,770630;0,778500;17,162076
0,602401;0,780269;0,781500;16,942366
0,619265;0,784664;0,779500;17,132311
0,616957;0,782285;0,777500;17,049702
0,604471;0,774406;0,785000;17,120093
0,607658;0,764085;0,783000;17,001446
0,610587;0,769420;0,793500;17,119787
0,612357;0,768770;0,777000;17,123442
0,588721;0,775872;0,785500;16,920093
0,603722;0,771540;0,783500;16,994810
0,610239;0,773528;0,780500;17,158578
0,600908;0,775883;0,778500;17,184365
0,582259;0,770568;0,788000;17,072316
0,588514;0,776242;0,784500;17,085505
0,571152;0,768816;0,789500;17,109279
0,609516;0,769197;0,788500;17,035654
0,600273;0,771844;0,789500;17,058684
0,581545;0,768644;0,787500;17,113996
0,593135;0,782649;0,780000;17,118159
0,591111;0,769359;0,786000;17,009549
0,565822;0,773368;0,781000;16,953251
0,577813;0,771720;0,786500;17,044801
0,582804;0,766678;0,796000;17,167075
0,593570;0,775948;0,785500;17,037316
0,587547;0,769122;0,788000;17,131288
0,604166;0,776708;0,783000;17,125240
0,573908;0,762317;0,785000;16,952502
0,578249;0,783295;0,789500;16,962955
0,585456;0,768644;0,794000;17,120251
0,574274;0,774750;0,789500;16,972844
0,581830;0,775173;0,793000;17,122314
0,572096;0,778411;0,783500;16,977970
0,597676;0,778089;0,788500;16,960164
0,599718;0,767520;0,787500;17,044146
0,576294;0,776523;0,784500;16,954567
0,577093;0,770341;0,791500;17,258474
0,583939;0,776495;0,788000;17,115644
0,574915;0,778707;0,786000;17,167347
0,576678;0,768280;0,791500;16,940029
0,577451;0,784206;0,781500;17,078745
0,588434;0,760090;0,789000;17,066980
0,559680;0,766922;0,784500;17,109345
0,574963;0,770359;0,788500;17,255303
0,571770;0,765841;0,787000;16,922338
0,576806;0,772145;0,785000;17,080319
0,561826;0,769868;0,784500;17,042283
0,576276;0,760857;0,788500;17,176909
0,569236;0,772208;0,788000;17,047531
0,561878;0,784789;0,777500;16,920482
0,578360;0,773590;0,789000;17,145422
0,564701;0,779411;0,781500;17,039821
0,572349;0,768405;0,785500;16,947704
0,584043;0,769966;0,783000;17,118137
0,573561;0,766589;0,784000;16,890798
0,570263;0,776958;0,780500;16,941354
0,580309;0,779021;0,783500;17,111089
0,574276;0,769500;0,787000;16,891753
0,565791;0,767941;0,782000;17,120162
0,563692;0,774980;0,781000;17,044855
0,557960;0,766262;0,778500;16,863138
0,577016;0,774624;0,784500;17,045482
0,572674;0,770393;0,786500;17,007970
0,563773;0,770735;0,785000;16,938879
0,566874;0,774153;0,787500;17,117030
0,592787;0,770943;0,790000;16,912046
0,551693;0,774813;0,783000;17,110973
0,561003;0,774228;0,783000;16,899166
0,558143;0,772153;0,781000;17,117255
0,575309;0,764766;0,795500;16,963616
0,576487;0,778946;0,788500;17,041147
0,575714;0,782168;0,784500;17,113601
0,557719;0,770786;0,785500;16,891500
0,583338;0,777365;0,792500;17,147360
0,563118;0,774898;0,790000;17,045369
0,561345;0,777799;0,782000;16,934197
0,559302;0,761097;0,787000;16,993728
0,574402;0,765594;0,787000;16,962819
0,575513;0,770163;0,785000;17,121046
0,549887;0,776181;0,782000;16,815229
0,568390;0,775516;0,786500;16,864458
0,554362;0,775117;0,790500;17,204749
0,562100;0,781704;0,780500;16,885678
0,567843;0,776948;0,785500;17,132632
0,554091;0,771890;0,783000;17,018247
0,578991;0,774564;0,786000;16,903782
0,551831;0,783793;0,779500;17,053856
0,550974;0,764290;0,790000;17,033661
0,557420;0,769993;0,790500;16,984045
