training_loss;validation_loss;validation_accuracy;epoch_time
0,809765;0,877163;0,756500;17,448552
0,589764;0,861108;0,762500;17,378989
0,572362;0,855732;0,774000;17,102328
0,567773;0,832120;0,779000;17,088917
0,543566;0,874694;0,761000;17,093906
0,561780;0,841504;0,776000;17,108861
0,547307;0,841025;0,770500;17,362347
0,545962;0,856001;0,765000;17,177569
0,549167;0,829868;0,776500;17,164246
0,540872;0,854192;0,773000;17,208444
0,528895;0,836127;0,772500;17,206940
0,540081;0,854971;0,773500;17,089653
0,536095;0,848199;0,779500;17,173029
0,531318;0,831515;0,775500;17,408706
0,550251;0,827733;0,781000;17,166871
0,534658;0,834103;0,776000;17,091243
0,539359;0,826712;0,779000;17,100060
0,534309;0,836769;0,773500;17,139388
0,511457;0,842349;0,776500;17,187167
0,517790;0,851733;0,774000;17,159543
0,519111;0,835001;0,778000;17,155156
0,519017;0,845209;0,775000;17,141145
0,512209;0,835702;0,785000;17,139394
0,539417;0,817934;0,785500;17,181119
0,522049;0,840912;0,778000;17,099678
0,514096;0,836314;0,778000;17,096352
0,537329;0,850645;0,780500;17,070256
0,513350;0,821638;0,776000;16,519897
0,517911;0,820331;0,782500;16,939448
0,530886;0,816206;0,783000;16,536495
0,516194;0,827321;0,779000;16,863598
0,520152;0,827581;0,776500;16,812114
0,533021;0,822962;0,779000;16,997742
0,528835;0,830719;0,779000;16,805283
0,507794;0,815126;0,780500;16,972541
0,522719;0,829608;0,776500;16,892913
0,509463;0,818914;0,784500;16,924156
0,512745;0,838099;0,782000;16,854439
0,517695;0,824352;0,783500;17,001496
0,496302;0,831087;0,780000;16,892112
0,500473;0,821425;0,783500;17,084145
0,499893;0,831501;0,781500;19,644524
0,497212;0,836013;0,774000;17,323720
0,524317;0,819618;0,782500;17,162655
0,501033;0,829375;0,782500;17,298192
0,504046;0,810038;0,785000;17,079153
0,500164;0,834628;0,779500;17,349955
0,513467;0,823211;0,781500;17,231777
0,520878;0,823452;0,779000;17,829327
0,499408;0,817299;0,785000;18,201932
0,497571;0,820507;0,782500;17,508671
0,509920;0,840623;0,775000;17,152485
0,510199;0,820701;0,780000;17,995438
0,508507;0,816682;0,782000;17,549689
0,505025;0,838447;0,787000;17,590875
0,496085;0,824480;0,781500;17,692773
0,505638;0,819010;0,783500;17,253988
0,515451;0,816056;0,782500;17,511799
0,504550;0,801755;0,780000;17,666540
0,493775;0,825072;0,782500;17,790020
0,509844;0,822305;0,778500;17,530848
0,484356;0,847495;0,780000;17,510144
0,502393;0,842532;0,778000;17,311325
0,505905;0,824707;0,779000;17,282436
0,502875;0,818666;0,784500;17,609408
0,504792;0,819790;0,778000;18,138147
0,493193;0,811818;0,776500;17,959827
0,504897;0,809706;0,777500;18,035183
0,479987;0,810466;0,788500;17,414841
0,518726;0,817303;0,785000;17,451848
0,490535;0,820161;0,789500;17,801502
0,488114;0,816296;0,784000;17,106048
0,484924;0,814401;0,783000;17,105075
0,510098;0,816882;0,785000;17,091951
0,489360;0,826572;0,781000;17,096489
0,501360;0,807931;0,789000;17,112803
0,495254;0,821184;0,780500;17,293614
0,486701;0,818702;0,780500;17,257741
0,489603;0,828241;0,777500;17,137475
0,499455;0,814735;0,782000;17,104217
0,489411;0,824907;0,783500;17,041798
0,494369;0,818510;0,783000;17,097814
0,490834;0,817544;0,787000;17,104861
0,480057;0,810994;0,787000;17,059570
0,488316;0,823010;0,783500;17,098906
0,489019;0,825924;0,781500;17,113080
0,506103;0,815708;0,779500;17,110969
0,488407;0,827345;0,778000;17,132519
0,479787;0,805776;0,784000;16,981223
0,490823;0,804261;0,785500;17,114985
0,469415;0,823375;0,782000;17,181494
0,483329;0,821403;0,788000;17,097751
0,491193;0,821884;0,786000;17,041708
0,480156;0,814738;0,784000;16,877987
0,496214;0,813093;0,781000;17,044550
0,483029;0,815903;0,784500;17,187255
0,474959;0,816425;0,779000;17,121476
0,510976;0,810850;0,787500;17,009053
0,494206;0,809249;0,783500;16,840308
0,487060;0,815382;0,782500;17,110036
