training_loss;validation_loss;validation_accuracy;epoch_time
0,742408;0,797486;0,763000;17,700221
0,557984;0,798795;0,764500;17,060257
0,546040;0,804887;0,768500;17,326257
0,551830;0,791919;0,770500;17,195206
0,531297;0,796027;0,767500;17,206563
0,531555;0,803539;0,765000;17,168283
0,553856;0,785654;0,771000;17,109776
0,551509;0,795254;0,770000;17,115209
0,528792;0,787626;0,776500;17,095679
0,527485;0,783882;0,777000;17,144024
0,515343;0,795209;0,771000;17,116794
0,524338;0,781210;0,777500;17,439775
0,515818;0,792532;0,778000;17,248352
0,542215;0,784334;0,778500;17,595143
0,529358;0,789023;0,778000;17,515776
0,521214;0,794448;0,777500;17,249373
0,531385;0,810051;0,770500;17,274929
0,508740;0,795073;0,778500;17,511086
0,522900;0,799821;0,774000;17,355636
0,530350;0,793786;0,780500;17,504714
0,516357;0,797525;0,782500;17,327204
0,520877;0,794635;0,782000;17,382919
0,513418;0,792225;0,776000;17,628221
0,498216;0,792216;0,777000;17,321515
0,504246;0,804618;0,781000;17,201675
0,515498;0,796978;0,782000;17,154102
0,519840;0,797298;0,774000;17,187893
0,516757;0,801926;0,778500;17,147122
0,499933;0,796214;0,775000;17,225716
0,492293;0,794105;0,781000;17,135532
0,513497;0,780684;0,786000;17,140964
0,514099;0,792266;0,780500;17,139906
0,515362;0,790455;0,788500;17,116214
0,494433;0,802837;0,778000;17,199055
0,516193;0,784014;0,783000;17,128544
0,511577;0,795130;0,779500;17,096707
0,503204;0,796560;0,778000;17,125631
0,494747;0,802298;0,775000;17,119850
0,494660;0,798634;0,781000;17,109521
0,493371;0,801964;0,784000;16,952176
0,508049;0,791865;0,787000;17,086120
0,517185;0,800842;0,776000;17,101355
0,493379;0,790203;0,777000;17,277265
0,506502;0,797424;0,777500;17,051489
0,508419;0,783273;0,780500;17,099535
0,507699;0,785244;0,780000;17,287419
0,511096;0,789280;0,779000;16,934176
0,498373;0,777123;0,781500;17,136421
0,498748;0,785903;0,783000;17,131408
0,504118;0,786550;0,784000;17,123788
0,495086;0,788657;0,774500;17,106416
0,489319;0,783468;0,783000;16,962285
0,500016;0,790015;0,783500;17,177953
0,514659;0,784140;0,783000;16,912349
0,497642;0,787539;0,784500;17,013732
0,508784;0,780496;0,786000;17,103186
0,488478;0,778828;0,783500;17,149922
0,487889;0,785845;0,783500;17,076244
0,499864;0,776766;0,785500;17,105616
0,492698;0,786779;0,776000;17,083406
0,488597;0,789592;0,782500;17,054824
0,492595;0,788127;0,785000;17,157515
0,480162;0,794413;0,783500;17,139294
0,489496;0,793162;0,784500;17,098393
0,499007;0,779483;0,785500;16,948127
0,484726;0,790835;0,783500;17,147460
0,500082;0,788155;0,781500;17,108943
0,504635;0,789704;0,789000;17,113943
0,499254;0,784833;0,784000;16,972910
0,481617;0,794974;0,784000;17,073122
0,497898;0,781836;0,785000;17,135092
0,475704;0,788619;0,782500;17,137210
0,506513;0,789613;0,791000;17,106179
0,488829;0,789206;0,786500;16,943992
0,493147;0,786247;0,780000;17,056642
0,506607;0,787480;0,788000;17,197382
0,473481;0,781178;0,786500;17,074105
0,472813;0,793653;0,785500;17,128935
0,467751;0,801588;0,782500;17,173760
0,481896;0,795904;0,785500;17,146028
0,497418;0,794082;0,785500;17,154489
0,494335;0,786910;0,792500;16,989635
0,488071;0,801162;0,782000;17,115292
0,482958;0,782787;0,795000;17,117330
0,495555;0,782718;0,787000;16,949750
0,488563;0,794233;0,789000;17,130064
0,496440;0,807037;0,780500;17,115599
0,493208;0,792277;0,783500;17,106889
0,485557;0,794953;0,783000;17,114492
0,490752;0,797220;0,783000;16,901077
0,477437;0,788873;0,793000;17,070201
0,468757;0,787943;0,792500;17,106425
0,485532;0,794596;0,781500;17,105849
0,481395;0,790534;0,791500;17,111815
0,478158;0,780616;0,791000;16,875380
0,498525;0,780198;0,787500;17,107206
0,489251;0,787949;0,789000;17,072763
0,483707;0,783880;0,792500;17,036686
0,494928;0,797939;0,779000;17,140846
0,481881;0,785896;0,791000;16,932359
